analysis,model_tier,model_type,organ,organ_label,term,term_type,exposure_label,exposure_window,endpoint,n,people,centers,adverse_events,coefficient,std_error,conf_low,conf_high,hazard_ratio,hr_conf_low,hr_conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,HR,Heart,no2_prior_10ppb,pollutant,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,0.08353843535301081,0.025759135355680758,0.03305053005587653,0.1340263406501451,1.0871269985998528,1.0336027659273022,1.143422937751551,0.00118253082258441,0.5283050815993484,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,HR,Heart,o3_prior_10ppb,pollutant,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,0.01285908739276521,0.03752719634354329,-0.060694217440579644,0.08641239222611007,1.0129421209874174,0.9411109711035995,1.0902558486458636,0.7318538913775493,0.5283050815993484,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,HR,Heart,age,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,0.006187964142340418,7.314656745539619e-4,0.004754291420214653,0.007621636864466183,1.0062071491440738,1.0047656109954124,1.0076507554688465,2.681165972591124e-17,0.5283050815993484,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,HR,Heart,sexM,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,-0.02337770623582352,0.023211009081415893,-0.06887128403539866,0.02211587156375163,0.9768934353394544,0.9334468218540328,1.0223622403189798,0.31384741066562394,0.5283050815993484,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,HR,Heart,raceBLACK,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,-0.11612633696013387,0.06716800976756215,-0.24777563610455566,0.015522962184287933,0.8903627304708371,0.780535047517557,1.0156440691968454,0.0838281537153874,0.5283050815993484,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,HR,Heart,raceMULTI,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,-0.07852270965260066,0.1361655251706013,-0.34540713898697917,0.18836171968177784,0.9244810650493377,0.7079320680406317,1.207270129745986,0.5641617259661773,0.5283050815993484,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,HR,Heart,raceMissing,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,-0.0467997197603664,0.30943061631299457,-0.6532837277338357,0.559684288213103,0.9542785015795295,0.5203343320626012,1.7501198795917863,0.879782743804128,0.5283050815993484,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,HR,Heart,raceNATIVE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,0.21247671209593813,0.1576476756154784,-0.09651273211039954,0.5214661563022758,1.236737312210048,0.9079983367910867,1.684495573877298,0.1777244017558839,0.5283050815993484,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,HR,Heart,racePACIFIC,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,0.10525603919063034,0.20766988917100185,-0.3017769435845332,0.512289021965794,1.1109950322114224,0.7395029973820457,1.6691074491490994,0.6122649502434719,0.5283050815993484,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,HR,Heart,raceWHITE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,-0.06541531891200235,0.06415636730145527,-0.19116179882285467,0.060331160998849984,0.9366783623441426,0.8259989316839302,1.0621882436276935,0.3079072096782701,0.5283050815993484,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,HR,Heart,zcta_svi_proxy,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,0.0806793884030948,0.05964199228586006,-0.036218916477190916,0.1975776932833805,1.084023290408235,0.9644291409415459,1.2184477264968083,0.17614256618190952,0.5283050815993484,age + sex + race + zcta_svi_proxy + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,HR,Heart,pm25_prior_5ug,pollutant,Prior-year PM2.5 per 5 ug/m3,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,0.3129599687701088,0.02634889180016017,0.2613161408417949,0.3646037966984227,1.367466788554527,1.2986381531032214,1.4399433847921135,1.5486116281470545e-32,0.5730568858081657,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,HR,Heart,age,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,0.0032071156679019186,7.493978656947925e-4,0.0017382958511401253,0.004675935484663712,1.0032122639656131,1.0017398075631805,1.0046868847303287,1.872378504846713e-5,0.5730568858081657,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,HR,Heart,sexM,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,-0.013849515277700992,0.02322125617475917,-0.05936317738022897,0.03166414682482698,0.9862459480439408,0.9423644615453065,1.0321707892486434,0.5508977410469387,0.5730568858081657,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,HR,Heart,raceBLACK,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,-0.13375470562732678,0.06715166655469199,-0.26537197207452307,-0.002137439180130485,0.8748046229384775,0.7669206238570208,0.9978648435163293,0.0463897107774939,0.5730568858081657,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,HR,Heart,raceMULTI,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,-0.07004309550393317,0.13611407934440414,-0.3368266910189653,0.19674050001109894,0.9323536387902341,0.7140325774384187,1.217428077138905,0.6068387769751188,0.5730568858081657,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,HR,Heart,raceMissing,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,-0.10806759008137437,0.309260968004919,-0.7142190873710156,0.4980839072082669,0.8975669277584716,0.4895742772939434,1.6455651923928152,0.7267603734756412,0.5730568858081657,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,HR,Heart,raceNATIVE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,0.2185777918558207,0.15739920438835311,-0.08992464874535139,0.5270802324569928,1.244305809720407,0.9140000537273306,1.6939790558982328,0.1649287937709857,0.5730568858081657,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,HR,Heart,racePACIFIC,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,0.0828969223487925,0.20788033247420754,-0.32454852930065425,0.4903423739982393,1.0864298161427304,0.7228536272176551,1.632875178266932,0.6900609747878418,0.5730568858081657,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,HR,Heart,raceWHITE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,-0.05859148791349743,0.06402329206977966,-0.18407714037026557,0.0668941645432707,0.9430919549374949,0.8318716304659376,1.069182314787744,0.36010819817975714,0.5730568858081657,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,HR,Heart,zcta_svi_proxy,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,0.10086731936191567,0.0587919384806609,-0.014364880060179691,0.21609951878401104,1.1061298700097968,0.9857378025668453,1.2412258981463988,0.08622322400163718,0.5730568858081657,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,HR,Heart,organ_score,organ_severity,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,0.1780328479190283,0.0086434705428853,0.1610916456549731,0.19497405018308347,1.1948645694048126,1.1747926285204224,1.2152794498013222,2.8969753613177783e-94,0.5730568858081657,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant O3,HR,Heart,o3_prior_10ppb,pollutant,Prior-year O3 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,0.013143883330902651,0.03565992246849812,-0.056749564707353664,0.08303733136915896,1.0132306438721654,0.9448306586826379,1.0865823713987284,0.7124335070225288,0.5615548963828068,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant O3,HR,Heart,age,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,0.003134377792448011,7.489993269222658e-4,0.0016663391116803702,0.004602416473215652,1.0031392950907356,1.0016677282261695,1.004613023858871,2.8547531285772317e-5,0.5615548963828068,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant O3,HR,Heart,sexM,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,-0.014861208408671054,0.023221643053518166,-0.06037562879356666,0.030653211976224545,0.9852486743453941,0.9414108461404271,1.0311278590841282,0.5221906053649658,0.5615548963828068,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant O3,HR,Heart,raceBLACK,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,-0.14226931942954732,0.06714772546199503,-0.27387886133505757,-0.010659777524037073,0.8673876206867964,0.7604241864523928,0.9893968365613054,0.034111504496127085,0.5615548963828068,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant O3,HR,Heart,raceMULTI,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,-0.08323565521124131,0.13613617618347718,-0.3500625605308566,0.18359125010837396,0.9201342872292074,0.7046440054367147,1.2015245996594808,0.5409250932833785,0.5615548963828068,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant O3,HR,Heart,raceMissing,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,-0.17257749341168493,0.3091847620005165,-0.7785796269326972,0.43342464010932735,0.8414930761156513,0.4590575814843951,1.5425311022222,0.5767286692049755,0.5615548963828068,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant O3,HR,Heart,raceNATIVE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,0.17479573436173693,0.15749030802390987,-0.13388526936512643,0.48347673808860026,1.1910029107939484,0.8746904126330866,1.6217028482678504,0.26704966911499944,0.5615548963828068,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant O3,HR,Heart,racePACIFIC,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,0.07535704014909657,0.20783135060515068,-0.3319924070369988,0.4827064873351919,1.0782690675138284,0.7174927707298223,1.6204542113706562,0.7169130841080003,0.5615548963828068,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant O3,HR,Heart,raceWHITE,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,-0.06644503181480908,0.06408392034653125,-0.19204951569401035,0.05915945206439217,0.9357143489623452,0.8252660038610461,1.0609443970279524,0.29980854034851534,0.5615548963828068,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant O3,HR,Heart,zcta_svi_proxy,covariate,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,0.16714548392229864,0.05910855427255202,0.05129271754809668,0.2829982502965006,1.1819262040609306,1.0526309717481184,1.3271028397786429,0.004687325326781963,0.5615548963828068,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant O3,HR,Heart,organ_score,organ_severity,NA,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,74028,74028,167,10010,0.16120207796698519,0.008514019704504772,0.14451459934615585,0.17788955658781452,1.17492237075026,1.155478564072146,1.1946933679361784,6.015841426019347e-80,0.5615548963828068,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
Initial-listing prior-year cause-specific Cox,Adjusted + SDOH + organ score at listing,Single-pollutant NO2,HR,Heart,no2_prior_10ppb,pollutant,Prior-year NO2 per 10 ppb,previous_365_days_pm25_o3_or_12_complete_months_no2,death_or_deterioration_delist_cause_specific,79381,79381,168,10242,0.23756276611473578,0.02034359011376697,0.19768932949175252,0.2774362027377191,1.2681545914293584,1.218583756973916,1.3197419205365195,1.6606203147710631e-31,0.57421428910137,age + sex + race + zcta_svi_proxy + strata(listing_center) + organ_score,model_based,stratified_baseline_hazard_by_listing_center
