zip,waitlist_candidates,waitlist_episodes,count_bin
27230,1,1,<50
27231,4,4,<50
27233,16,18,<50
27234,1,1,<50
27235,11,11,<50
27239,20,21,<50
27242,3,3,<50
27243,11,11,<50
27244,12,14,<50
27248,12,13,<50
27249,42,44,<50
27250,2,2,<50
27252,3,3,<50
27253,92,98,50-99
27254,2,2,<50
27258,22,22,<50
27259,1,1,<50
27260,88,90,50-99
27261,5,5,<50
27262,52,54,50-99
27263,47,48,<50
27265,148,151,100-249
27271,1,1,<50
27272,1,1,<50
27273,1,1,<50
27278,94,98,50-99
27281,9,9,<50
27282,60,61,50-99
27283,7,7,<50
27284,143,144,100-249
27288,90,94,50-99
27289,1,1,<50
27291,6,6,<50
27292,130,136,100-249
27293,3,3,<50
27295,85,85,50-99
27298,16,17,<50
27299,12,12,<50
27301,37,38,<50
27302,104,106,100-249
27305,5,5,<50
27306,19,20,<50
27307,1,1,<50
27310,12,13,<50
27311,10,10,<50
27312,57,59,50-99
27313,21,22,<50
27314,2,3,<50
27315,6,6,<50
27316,17,19,<50
27317,40,42,<50
27320,122,128,100-249
27322,1,1,<50
27323,1,1,<50
27325,20,21,<50
27326,9,10,<50
27330,122,129,100-249
27331,8,8,<50
27332,86,91,50-99
27333,1,1,<50
27340,1,1,<50
27341,9,9,<50
27342,3,4,<50
27343,1,1,<50
27344,47,48,<50
27349,11,13,<50
27350,17,19,<50
27351,3,3,<50
27355,7,7,<50
27356,4,4,<50
27357,22,22,<50
27358,27,29,<50
27359,2,2,<50
27360,128,129,100-249
27370,59,64,50-99
27371,21,21,<50
27372,1,1,<50
27374,2,2,<50
27376,21,21,<50
27377,30,32,<50
27379,17,17,<50
27397,1,1,<50
27401,93,96,50-99
27402,5,5,<50
27403,38,39,<50
27404,2,2,<50
27405,194,198,100-249
27406,234,240,100-249
27407,162,167,100-249
27408,38,39,<50
27409,54,58,50-99
27410,120,122,100-249
27416,3,3,<50
27417,1,1,<50
27419,2,2,<50
27420,1,1,<50
27423,1,1,<50
27451,1,1,<50
27455,73,77,50-99
27461,1,1,<50
27472,1,1,<50
27495,1,1,<50
27501,56,59,50-99
27502,74,74,50-99
27503,10,10,<50
27504,44,44,<50
27505,27,27,<50
27506,2,2,<50
27507,5,6,<50
27508,6,6,<50
27509,15,16,<50
27510,27,27,<50
27511,77,78,50-99
27512,1,1,<50
27513,107,109,100-249
27514,44,45,<50
27515,1,1,<50
27516,66,70,50-99
27517,64,67,50-99
27518,40,42,<50
27519,92,95,50-99
27520,110,118,100-249
27521,16,18,<50
27522,50,54,50-99
27523,28,28,<50
27524,23,25,<50
27525,43,46,<50
27526,146,152,100-249
27527,79,81,50-99
27528,4,4,<50
27529,168,174,100-249
27530,110,113,100-249
27532,2,2,<50
27533,2,2,<50
27534,112,113,100-249
27535,1,1,<50
27536,81,83,50-99
27537,67,68,50-99
27538,1,1,<50
27539,59,59,50-99
27540,88,92,50-99
27541,16,17,<50
27542,26,28,<50
27543,1,1,<50
27544,14,17,<50
27545,104,106,100-249
27546,45,45,<50
27549,74,76,50-99
27550,1,1,<50
27551,3,3,<50
27552,1,1,<50
27553,6,6,<50
27555,2,2,<50
27556,2,2,<50
27557,26,27,<50
27559,4,4,<50
27560,49,49,<50
27562,20,20,<50
27563,10,10,<50
27565,111,113,100-249
27567,1,1,<50
27568,1,1,<50
27569,22,22,<50
27571,16,18,<50
27572,20,21,<50
27573,33,33,<50
27574,42,45,<50
27575,1,1,<50
27576,49,51,<50
27577,77,78,50-99
27581,13,13,<50
27582,4,4,<50
27583,24,25,<50
27584,1,1,<50
27586,1,1,<50
27587,177,190,100-249
27588,1,1,<50
27589,30,32,<50
27591,71,72,50-99
27592,48,48,<50
27593,1,1,<50
27594,3,3,<50
27596,43,44,<50
27597,90,95,50-99
27598,1,1,<50
27601,17,17,<50
27602,2,2,<50
27603,133,141,100-249
27604,119,120,100-249
27605,17,17,<50
27606,91,95,50-99
27607,43,43,<50
27608,21,22,<50
27609,74,74,50-99
27610,269,278,250-499
27611,2,2,<50
27612,71,72,50-99
27613,92,98,50-99
27614,79,80,50-99
27615,100,103,100-249
27616,150,155,100-249
27617,52,52,50-99
27619,2,2,<50
27620,4,4,<50
27622,3,3,<50
27623,1,1,<50
27624,2,2,<50
27625,2,2,<50
27629,4,5,<50
27631,1,1,<50
27636,2,2,<50
27649,1,1,<50
27651,1,1,<50
27652,1,1,<50
27654,1,1,<50
27656,2,2,<50
27658,1,1,<50
27661,3,3,<50
27675,1,1,<50
27683,1,1,<50
27699,1,1,<50
27701,82,84,50-99
27702,10,10,<50
27703,222,228,100-249
27704,172,181,100-249
27705,140,147,100-249
27706,3,3,<50
27707,178,187,100-249
27709,3,4,<50
27710,7,7,<50
27712,62,64,50-99
27713,188,191,100-249
27715,5,5,<50
27717,6,6,<50
27751,1,1,<50
27801,112,117,100-249
27802,5,5,<50
27803,85,89,50-99
27804,111,115,100-249
27805,16,17,<50
27806,10,10,<50
27807,14,14,<50
27808,5,5,<50
27809,19,19,<50
27810,12,12,<50
27811,2,2,<50
27812,15,15,<50
27813,3,3,<50
27814,2,2,<50
27816,11,11,<50
27817,22,23,<50
27818,8,8,<50
27819,4,4,<50
27820,10,10,<50
27821,3,3,<50
27822,24,26,<50
27823,36,36,<50
27824,6,6,<50
27828,33,34,<50
27829,4,4,<50
27830,10,11,<50
27831,13,13,<50
27832,10,10,<50
27833,1,1,<50
27834,243,248,100-249
27835,3,3,<50
27836,1,1,<50
27837,14,14,<50
27839,23,23,<50
27840,2,2,<50
27842,4,4,<50
27843,7,7,<50
27844,12,13,<50
27845,8,9,<50
27846,10,10,<50
27847,6,6,<50
27849,13,13,<50
27850,27,27,<50
27851,17,19,<50
27852,20,20,<50
27853,1,1,<50
27855,29,30,<50
27856,60,65,50-99
27857,5,5,<50
27858,124,126,100-249
27860,9,10,<50
27861,1,1,<50
27862,3,3,<50
27863,40,41,<50
27864,24,24,<50
27865,6,6,<50
27866,1,1,<50
27868,2,2,<50
27869,7,8,<50
27870,117,118,100-249
27871,20,21,<50
27872,2,3,<50
27874,24,24,<50
27875,1,1,<50
27876,7,7,<50
27877,1,1,<50
27878,3,3,<50
27880,4,5,<50
27881,3,3,<50
27882,27,28,<50
27883,9,9,<50
27884,5,5,<50
27885,5,7,<50
27886,84,85,50-99
27888,6,6,<50
27889,136,139,100-249
27890,16,18,<50
27891,23,24,<50
27892,58,58,50-99
27893,142,148,100-249
27894,3,4,<50
27895,1,1,<50
27896,71,74,50-99
27897,7,7,<50
27898,1,1,<50
27901,1,1,<50
27906,3,3,<50
27909,135,140,100-249
27910,56,58,50-99
27911,1,1,<50
27912,1,1,<50
27915,4,4,<50
27916,3,3,<50
27917,1,1,<50
27919,4,4,<50
27920,7,7,<50
27921,12,12,<50
27922,6,6,<50
27923,2,2,<50
27924,15,15,<50
27925,8,8,<50
27926,7,7,<50
27927,3,3,<50
27928,6,6,<50
27929,5,5,<50
27932,65,66,50-99
27935,5,6,<50
27936,1,1,<50
27937,19,20,<50
27938,7,7,<50
27939,8,8,<50
27941,2,2,<50
27942,1,1,<50
27943,3,3,<50
27944,26,26,<50
27946,6,6,<50
27947,4,5,<50
27948,30,30,<50
27949,17,17,<50
27950,5,5,<50
27953,3,3,<50
27954,26,26,<50
27956,2,2,<50
27957,8,8,<50
27958,26,27,<50
27959,11,11,<50
27960,2,2,<50
27962,45,46,<50
27964,1,1,<50
27965,1,1,<50
27966,2,2,<50
27967,2,2,<50
27968,2,2,<50
27969,1,1,<50
27970,14,14,<50
27973,3,3,<50
27974,6,7,<50
27976,8,8,<50
27978,1,1,<50
27979,7,9,<50
27980,9,9,<50
27981,3,4,<50
27983,37,38,<50
27986,5,5,<50
28001,66,69,50-99
28002,4,5,<50
28006,8,8,<50
28007,9,9,<50
28009,4,4,<50
28012,61,66,50-99
28013,1,1,<50
28015,1,1,<50
28016,47,48,<50
28017,3,3,<50
28018,14,14,<50
28019,1,1,<50
28020,10,11,<50
28021,48,49,<50
28023,38,38,<50
28025,116,116,100-249
28026,1,1,<50
28027,148,152,100-249
28031,54,55,50-99
28032,11,11,<50
28033,10,10,<50
28034,43,46,<50
28036,27,27,<50
28037,56,58,50-99
28038,2,2,<50
28039,6,6,<50
28040,20,20,<50
28041,1,1,<50
28042,3,3,<50
28043,52,54,50-99
28051,1,1,<50
28052,107,109,100-249
28053,3,3,<50
28054,114,121,100-249
28056,83,85,50-99
28067,1,1,<50
28070,3,3,<50
28071,4,4,<50
28072,4,4,<50
28073,15,15,<50
28075,47,48,<50
28076,4,4,<50
28077,2,2,<50
28078,130,136,100-249
28079,104,108,100-249
28080,19,19,<50
28081,65,67,50-99
28082,1,1,<50
28083,60,62,50-99
28085,1,1,<50
28086,90,93,50-99
28088,12,12,<50
28090,22,22,<50
28091,12,12,<50
28092,96,97,50-99
28093,2,2,<50
28097,11,11,<50
28098,9,9,<50
28101,3,3,<50
28102,3,3,<50
28103,33,34,<50
28104,52,53,50-99
28105,104,106,100-249
28106,5,5,<50
28107,18,19,<50
28108,1,1,<50
28110,114,117,100-249
28111,3,3,<50
28112,73,74,50-99
28113,2,2,<50
28114,16,16,<50
28115,90,94,50-99
28117,90,92,50-99
28119,11,11,<50
28120,76,80,50-99
28124,11,11,<50
28125,5,5,<50
28126,1,1,<50
28127,27,28,<50
28128,21,21,<50
28129,14,14,<50
28130,1,1,<50
28133,12,12,<50
28134,32,33,<50
28135,11,12,<50
28136,4,4,<50
28137,5,6,<50
28138,21,21,<50
28139,41,42,<50
28144,83,83,50-99
28145,7,7,<50
28146,67,72,50-99
28147,80,80,50-99
28150,89,91,50-99
28151,3,3,<50
28152,70,71,50-99
28159,8,8,<50
28160,16,16,<50
28163,6,8,<50
28164,35,37,<50
28166,29,29,<50
28167,5,5,<50
28168,40,41,<50
28170,37,37,<50
28172,1,1,<50
28173,104,104,100-249
28174,31,31,<50
28177,1,1,<50
28201,1,1,<50
28202,19,19,<50
28203,25,25,<50
28204,15,15,<50
28205,115,116,100-249
28206,40,42,<50
28207,11,11,<50
28208,125,129,100-249
28209,40,40,<50
28210,103,103,100-249
28211,43,43,<50
28212,125,130,100-249
28213,140,142,100-249
28214,119,122,100-249
28215,220,227,100-249
28216,209,212,100-249
28217,78,81,50-99
28218,2,2,<50
28219,1,1,<50
28220,2,2,<50
28223,1,1,<50
28224,1,1,<50
28225,2,2,<50
28226,102,103,100-249
28227,160,165,100-249
28229,3,3,<50
28233,1,1,<50
28234,1,1,<50
28235,1,1,<50
28236,1,1,<50
28237,1,1,<50
28241,1,1,<50
28244,1,1,<50
28247,2,3,<50
28251,1,1,<50
28256,4,4,<50
28258,2,2,<50
28259,1,1,<50
28262,118,120,100-249
28265,2,2,<50
28266,1,1,<50
28267,1,1,<50
28268,1,1,<50
28269,233,242,100-249
28270,53,54,50-99
28272,2,2,<50
28273,117,119,100-249
28277,150,154,100-249
28278,81,82,50-99
28282,1,1,<50
28297,1,1,<50
28301,60,62,50-99
28302,5,5,<50
28303,99,100,50-99
28304,128,134,100-249
28305,18,18,<50
28306,104,107,100-249
28307,18,18,<50
28308,1,1,<50
28309,2,2,<50
28311,123,124,100-249
28312,53,56,50-99
28314,176,182,100-249
28315,38,39,<50
28318,8,9,<50
28320,21,22,<50
28323,13,13,<50
28326,30,32,<50
28327,41,41,<50
28328,80,84,50-99
28329,6,6,<50
28330,2,2,<50
28331,2,2,<50
28332,2,2,<50
28333,36,37,<50
28334,75,76,50-99
28335,3,3,<50
28337,45,45,<50
28338,11,11,<50
28339,24,25,<50
28340,40,41,<50
28341,13,13,<50
28343,10,10,<50
28344,9,9,<50
28345,41,41,<50
28347,7,7,<50
28348,97,101,50-99
28349,16,16,<50
28350,5,5,<50
28351,8,8,<50
28352,74,79,50-99
28353,7,7,<50
28355,2,2,<50
28356,18,18,<50
28357,6,6,<50
28358,93,95,50-99
28359,9,9,<50
28360,43,43,<50
28362,3,3,<50
28363,1,1,<50
28364,42,42,<50
28365,20,21,<50
28366,17,17,<50
28367,2,2,<50
28368,3,3,<50
28369,4,4,<50
28370,4,4,<50
28371,24,25,<50
28372,57,59,50-99
28373,5,5,<50
28374,38,38,<50
28376,135,137,100-249
28377,32,32,<50
28378,2,3,<50
28379,68,73,50-99
28380,2,2,<50
28382,19,20,<50
28383,31,31,<50
28384,36,38,<50
28385,4,4,<50
28386,20,21,<50
28387,43,45,<50
28388,2,2,<50
28390,59,59,50-99
28391,22,23,<50
28392,5,5,<50
28393,9,9,<50
28394,9,10,<50
28395,6,7,<50
28396,12,12,<50
28398,20,22,<50
28399,3,4,<50
28401,69,71,50-99
28402,4,4,<50
28403,73,73,50-99
28405,76,80,50-99
28406,3,3,<50
28407,2,2,<50
28408,2,2,<50
28409,59,61,50-99
28411,87,89,50-99
28412,99,100,50-99
28416,1,1,<50
28420,7,8,<50
28421,5,5,<50
28422,17,17,<50
28423,11,12,<50
28424,2,2,<50
28425,36,37,<50
28428,16,16,<50
28429,29,29,<50
28430,9,10,<50
28431,27,28,<50
28432,2,2,<50
28433,20,21,<50
28434,10,10,<50
28435,14,14,<50
28436,4,4,<50
28437,1,1,<50
28438,6,7,<50
28439,4,5,<50
28441,5,5,<50
28442,6,6,<50
28443,42,43,<50
28444,14,14,<50
28445,17,17,<50
28447,5,5,<50
28448,2,2,<50
28449,1,1,<50
28450,10,10,<50
28451,105,109,100-249
28453,18,18,<50
28454,9,9,<50
28455,4,4,<50
28456,24,25,<50
28457,19,19,<50
28458,22,25,<50
28459,5,5,<50
28460,19,19,<50
28461,62,64,50-99
28462,33,33,<50
28463,35,36,<50
28464,18,19,<50
28465,17,17,<50
28466,40,40,<50
28467,32,33,<50
28468,12,12,<50
28469,20,20,<50
28470,24,25,<50
28472,57,57,50-99
28478,26,26,<50
28479,13,13,<50
28480,5,5,<50
28501,95,98,50-99
28502,3,3,<50
28503,3,3,<50
28504,77,79,50-99
28508,3,3,<50
28509,1,1,<50
28510,2,2,<50
28511,2,2,<50
28512,5,5,<50
28513,39,40,<50
28515,8,8,<50
28516,35,35,<50
28518,19,19,<50
28519,3,3,<50
28521,4,4,<50
28523,10,10,<50
28524,1,1,<50
28525,7,7,<50
28526,13,13,<50
28527,1,1,<50
28528,1,1,<50
28529,6,6,<50
28530,27,27,<50
28531,5,5,<50
28532,69,72,50-99
28533,2,2,<50
28537,1,1,<50
28538,6,6,<50
28539,32,34,<50
28540,102,106,100-249
28541,3,3,<50
28543,1,1,<50
28544,16,16,<50
28546,110,113,100-249
28547,8,8,<50
28551,47,48,<50
28552,1,1,<50
28554,1,1,<50
28555,32,33,<50
28556,3,3,<50
28557,39,41,<50
28560,96,99,50-99
28561,7,7,<50
28562,94,97,50-99
28563,2,2,<50
28564,1,1,<50
28567,1,1,<50
28570,59,64,50-99
28571,7,9,<50
28572,14,14,<50
28573,13,13,<50
28574,43,44,<50
28577,1,1,<50
28578,9,9,<50
28579,1,1,<50
28580,39,39,<50
28581,1,1,<50
28582,5,5,<50
28584,35,36,<50
28585,14,15,<50
28586,36,36,<50
28587,2,2,<50
28589,1,1,<50
28590,91,96,50-99
28593,1,1,<50
28594,9,9,<50
28601,140,145,100-249
28602,75,75,50-99
28603,4,4,<50
28604,15,16,<50
28605,6,6,<50
28606,6,6,<50
28607,39,40,<50
28608,1,1,<50
28609,14,15,<50
28610,31,32,<50
28612,36,36,<50
28613,74,77,50-99
28614,1,1,<50
28615,2,2,<50
28616,2,2,<50
28617,2,2,<50
28618,7,7,<50
28619,4,4,<50
28621,17,17,<50
28622,4,4,<50
28623,7,7,<50
28624,3,3,<50
28625,103,104,100-249
28626,9,10,<50
28627,4,4,<50
28628,4,4,<50
28629,1,1,<50
28630,56,57,50-99
28631,4,4,<50
28634,12,13,<50
28635,4,4,<50
28636,12,14,<50
28637,5,5,<50
28638,18,18,<50
28640,7,7,<50
28641,1,1,<50
28642,20,20,<50
28643,5,5,<50
28644,2,2,<50
28645,110,116,100-249
28646,1,1,<50
28649,1,1,<50
28650,40,40,<50
28651,14,15,<50
28652,1,1,<50
28654,10,10,<50
28655,136,141,100-249
28657,14,14,<50
28658,81,83,50-99
28659,38,38,<50
28660,2,2,<50
28661,1,1,<50
28664,1,1,<50
28665,7,7,<50
28666,3,3,<50
28667,2,2,<50
28669,10,11,<50
28670,10,10,<50
28671,2,2,<50
28672,1,1,<50
28673,25,26,<50
28675,10,10,<50
28676,9,9,<50
28677,81,81,50-99
28678,14,14,<50
28679,6,6,<50
28680,7,8,<50
28681,66,68,50-99
28682,6,6,<50
28683,3,3,<50
28684,3,3,<50
28685,7,7,<50
28687,1,1,<50
28689,7,7,<50
28690,26,26,<50
28691,2,2,<50
28692,10,10,<50
28693,7,7,<50
28694,18,18,<50
28697,31,32,<50
28698,1,1,<50
28701,7,7,<50
28702,3,3,<50
28704,38,38,<50
28705,7,8,<50
28707,1,1,<50
28708,2,2,<50
28709,5,5,<50
28711,29,30,<50
28712,40,43,<50
28713,18,19,<50
28714,34,34,<50
28715,68,73,50-99
28716,51,51,50-99
28717,7,7,<50
28719,55,57,50-99
28720,1,1,<50
28721,23,23,<50
28722,4,4,<50
28723,13,13,<50
28724,1,1,<50
28725,1,1,<50
28726,4,4,<50
28727,1,1,<50
28728,5,5,<50
28729,10,10,<50
28730,13,14,<50
28731,12,13,<50
28732,26,27,<50
28734,53,56,50-99
28735,1,1,<50
28736,2,2,<50
28739,47,47,<50
28740,5,6,<50
28741,5,5,<50
28742,8,9,<50
28743,1,1,<50
28744,3,3,<50
28745,3,3,<50
28746,6,6,<50
28747,2,2,<50
28748,24,25,<50
28751,15,16,<50
28752,66,68,50-99
28753,16,16,<50
28754,14,14,<50
28755,1,1,<50
28756,11,11,<50
28757,1,1,<50
28758,2,2,<50
28759,15,16,<50
28760,2,2,<50
28761,25,26,<50
28762,18,19,<50
28763,5,6,<50
28766,2,2,<50
28768,18,19,<50
28771,19,19,<50
28772,2,2,<50
28773,6,6,<50
28774,3,3,<50
28775,2,3,<50
28776,1,1,<50
28777,19,20,<50
28778,25,26,<50
28779,46,47,<50
28781,3,3,<50
28782,10,10,<50
28783,2,2,<50
28785,14,14,<50
28786,61,62,50-99
28787,43,45,<50
28788,3,4,<50
28789,19,19,<50
28790,4,5,<50
28791,30,31,<50
28792,50,52,50-99
28793,3,3,<50
28801,33,33,<50
28802,3,3,<50
28803,55,55,50-99
28804,46,47,<50
28805,47,51,<50
28806,93,93,50-99
28813,1,1,<50
28814,2,2,<50
28815,1,1,<50
28816,4,4,<50
28828,1,1,<50
28851,1,1,<50
28858,1,1,<50
28864,1,1,<50
28880,1,1,<50
28882,1,1,<50
28901,4,4,<50
28902,5,5,<50
28903,1,1,<50
28904,14,15,<50
28905,5,6,<50
28906,43,44,<50
28909,3,4,<50
29001,13,13,<50
29002,1,1,<50
29003,33,33,<50
29006,32,32,<50
29009,9,10,<50
29010,35,36,<50
29014,6,6,<50
29015,8,9,<50
29016,84,85,50-99
29018,24,24,<50
29020,91,93,50-99
29030,3,3,<50
29031,12,12,<50
29032,9,10,<50
29033,42,43,<50
29036,46,49,<50
29038,9,9,<50
29039,12,12,<50
29040,25,26,<50
29042,20,20,<50
29044,24,24,<50
29045,89,93,50-99
29047,16,16,<50
29048,24,25,<50
29051,5,5,<50
29052,16,16,<50
29053,57,59,50-99
29054,35,35,<50
29055,15,15,<50
29056,7,7,<50
29058,16,17,<50
29059,35,35,<50
29061,74,75,50-99
29063,108,110,100-249
29065,1,1,<50
29067,28,28,<50
29069,9,9,<50
29070,58,58,50-99
29071,4,4,<50
29072,128,132,100-249
29073,127,131,100-249
29074,1,1,<50
29075,10,10,<50
29078,56,63,50-99
29079,4,4,<50
29080,19,20,<50
29081,3,3,<50
29082,2,2,<50
29092,2,2,<50
29098,1,1,<50
29101,7,7,<50
29102,68,69,50-99
29104,6,6,<50
29105,14,14,<50
29106,1,1,<50
29107,12,12,<50
29108,69,71,50-99
29111,7,9,<50
29112,26,26,<50
29113,3,4,<50
29114,4,4,<50
29115,110,115,100-249
29116,4,4,<50
29118,64,66,50-99
29123,23,24,<50
29125,12,13,<50
29126,9,9,<50
29127,31,31,<50
29128,23,23,<50
29129,9,9,<50
29130,22,22,<50
29132,2,3,<50
29133,3,3,<50
29135,33,33,<50
29137,8,8,<50
29138,35,35,<50
29142,21,24,<50
29145,1,1,<50
29146,5,5,<50
29148,28,28,<50
29150,130,131,100-249
29151,8,8,<50
29152,1,1,<50
29153,56,57,50-99
29154,87,92,50-99
29158,1,1,<50
29160,34,35,<50
29161,45,45,<50
29162,10,12,<50
29163,4,4,<50
29164,18,18,<50
29166,1,1,<50
29168,12,12,<50
29169,62,65,50-99
29170,70,75,50-99
29171,2,2,<50
29172,27,29,<50
29175,3,3,<50
29177,1,1,<50
29178,10,10,<50
29180,59,60,50-99
29201,30,31,<50
29202,8,9,<50
29203,183,184,100-249
29204,76,81,50-99
29205,52,55,50-99
29206,53,58,50-99
29208,1,1,<50
29209,152,155,100-249
29210,122,124,100-249
29211,1,1,<50
29212,100,102,100-249
29217,1,1,<50
29221,5,5,<50
29223,222,224,100-249
29224,2,2,<50
29229,179,184,100-249
29230,2,2,<50
29240,1,1,<50
29250,1,1,<50
29255,1,1,<50
29259,1,1,<50
29261,1,1,<50
29270,1,1,<50
29290,2,2,<50
29301,79,82,50-99
29302,35,35,<50
29303,43,45,<50
29304,4,5,<50
29305,2,2,<50
29306,30,30,<50
29307,30,31,<50
29316,68,70,50-99
29320,4,4,<50
29321,7,7,<50
29322,17,18,<50
29323,36,39,<50
29325,43,43,<50
29329,2,2,<50
29330,17,17,<50
29331,1,1,<50
29332,14,14,<50
29333,2,2,<50
29334,29,30,<50
29335,14,15,<50
29339,1,1,<50
29340,48,48,<50
29341,51,51,50-99
29342,2,2,<50
29343,1,1,<50
29349,69,72,50-99
29351,3,3,<50
29353,8,9,<50
29355,1,1,<50
29356,27,27,<50
29360,59,60,50-99
29364,3,3,<50
29365,32,33,<50
29368,1,1,<50
29369,40,40,<50
29370,6,6,<50
29372,13,13,<50
29373,2,2,<50
29374,5,6,<50
29375,1,1,<50
29376,25,26,<50
29379,48,50,<50
29381,1,1,<50
29384,13,13,<50
29385,25,26,<50
29388,37,38,<50
29393,1,1,<50
29401,22,22,<50
29402,2,2,<50
29403,69,69,50-99
29404,2,2,<50
29405,109,109,100-249
29406,86,86,50-99
29407,124,131,100-249
29410,42,42,<50
29412,123,129,100-249
29413,3,3,<50
29414,119,123,100-249
29416,2,2,<50
29417,1,1,<50
29418,112,119,100-249
29419,1,1,<50
29420,76,77,50-99
29422,3,3,<50
29423,7,7,<50
29425,2,2,<50
29426,6,6,<50
29429,14,14,<50
29431,20,21,<50
29432,13,13,<50
29434,3,3,<50
29435,12,12,<50
29436,27,28,<50
29437,14,14,<50
29438,13,14,<50
29439,10,11,<50
29440,136,141,100-249
29442,3,3,<50
29445,211,218,100-249
29446,7,7,<50
29448,5,6,<50
29449,37,39,<50
29450,21,21,<50
29451,7,7,<50
29452,3,3,<50
29453,5,5,<50
29455,107,108,100-249
29456,109,115,100-249
29457,5,6,<50
29458,15,15,<50
29461,158,161,100-249
29464,116,122,100-249
29465,5,5,<50
29466,76,82,50-99
29468,12,12,<50
29469,1,1,<50
29470,16,16,<50
29471,6,7,<50
29472,30,30,<50
29474,2,2,<50
29475,8,8,<50
29476,2,2,<50
29477,26,27,<50
29478,1,1,<50
29479,36,38,<50
29481,6,6,<50
29482,3,3,<50
29483,218,226,100-249
29484,4,4,<50
29485,170,176,100-249
29486,74,76,50-99
29487,17,17,<50
29488,82,85,50-99
29492,30,31,<50
29501,118,119,100-249
29502,4,4,<50
29503,3,3,<50
29504,4,4,<50
29505,65,66,50-99
29506,85,86,50-99
29510,53,54,50-99
29511,17,18,<50
29512,64,67,50-99
29516,3,3,<50
29518,2,2,<50
29519,2,2,<50
29520,40,44,<50
29521,1,1,<50
29525,14,14,<50
29526,120,124,100-249
29527,75,80,50-99
29528,3,3,<50
29530,12,12,<50
29532,51,51,50-99
29536,52,57,50-99
29540,16,17,<50
29541,29,30,<50
29543,5,5,<50
29544,16,18,<50
29545,6,6,<50
29546,7,7,<50
29547,12,12,<50
29550,95,96,50-99
29551,6,6,<50
29554,31,32,<50
29555,20,20,<50
29556,45,46,<50
29558,1,1,<50
29560,49,50,<50
29563,5,5,<50
29564,6,6,<50
29565,22,22,<50
29566,53,54,50-99
29568,55,56,50-99
29569,62,65,50-99
29570,10,10,<50
29571,53,55,50-99
29572,18,20,<50
29574,35,35,<50
29575,58,61,50-99
29576,89,90,50-99
29577,76,76,50-99
29578,5,5,<50
29579,117,125,100-249
29580,4,4,<50
29581,12,12,<50
29582,57,58,50-99
29583,14,14,<50
29584,11,12,<50
29585,48,50,<50
29587,3,4,<50
29588,119,124,100-249
29590,8,8,<50
29591,14,15,<50
29592,2,2,<50
29593,6,6,<50
29594,2,2,<50
29596,6,6,<50
29597,3,3,<50
29598,1,1,<50
29601,27,27,<50
29602,3,3,<50
29603,1,1,<50
29604,1,1,<50
29605,127,129,100-249
29606,4,4,<50
29607,107,108,100-249
29608,1,1,<50
29609,60,62,50-99
29610,2,2,<50
29611,79,81,50-99
29612,1,1,<50
29613,1,1,<50
29614,2,2,<50
29615,64,64,50-99
29616,1,1,<50
29617,70,73,50-99
29620,58,58,50-99
29621,117,117,100-249
29622,5,5,<50
29623,2,2,<50
29624,49,49,<50
29625,99,101,50-99
29626,35,37,<50
29627,63,64,50-99
29628,13,15,<50
29630,37,37,<50
29631,20,20,<50
29632,1,1,<50
29635,5,5,<50
29636,1,1,<50
29638,12,12,<50
29639,9,9,<50
29640,82,84,50-99
29641,4,4,<50
29642,71,73,50-99
29643,10,10,<50
29644,60,60,50-99
29645,27,28,<50
29646,90,92,50-99
29648,2,2,<50
29649,68,70,50-99
29650,56,61,50-99
29651,121,127,100-249
29652,1,1,<50
29653,14,14,<50
29654,35,37,<50
29655,17,17,<50
29657,38,38,<50
29658,3,3,<50
29660,1,1,<50
29661,12,13,<50
29662,57,58,50-99
29664,2,2,<50
29666,27,30,<50
29667,2,2,<50
29669,41,43,<50
29670,27,28,<50
29671,45,48,<50
29672,31,32,<50
29673,71,72,50-99
29675,1,1,<50
29676,17,17,<50
29677,1,1,<50
29678,59,59,50-99
29679,3,3,<50
29680,89,92,50-99
29681,115,118,100-249
29682,9,10,<50
29684,13,13,<50
29685,8,8,<50
29686,2,2,<50
29687,107,114,100-249
29689,11,12,<50
29690,62,66,50-99
29691,20,20,<50
29692,15,16,<50
29693,28,28,<50
29696,10,10,<50
29697,31,32,<50
29702,23,24,<50
29703,2,3,<50
29704,10,12,<50
29706,68,70,50-99
29707,48,48,<50
29708,57,60,50-99
29709,13,14,<50
29710,72,75,50-99
29712,8,9,<50
29714,7,7,<50
29715,77,78,50-99
29716,4,4,<50
29717,4,4,<50
29718,9,10,<50
29720,145,154,100-249
29721,3,3,<50
29726,7,7,<50
29727,3,3,<50
29728,19,19,<50
29729,8,8,<50
29730,162,164,100-249
29731,3,3,<50
29732,178,182,100-249
29739,1,1,<50
29740,1,1,<50
29741,6,7,<50
29742,9,10,<50
29743,5,5,<50
29744,2,2,<50
29745,76,79,50-99
29761,1,1,<50
29765,1,1,<50
29795,1,1,<50
29801,105,109,100-249
29802,8,8,<50
29803,102,103,100-249
29804,2,2,<50
29805,21,24,<50
29807,1,1,<50
29808,1,1,<50
29809,6,6,<50
29810,25,25,<50
29812,42,42,<50
29813,1,1,<50
29816,1,1,<50
29817,28,28,<50
29819,7,7,<50
29821,1,1,<50
29822,5,5,<50
29824,15,16,<50
29826,1,1,<50
29827,10,10,<50
29828,3,3,<50
29829,29,30,<50
29831,9,9,<50
29832,22,22,<50
