candidate_zip,broad_reason,n
36803,not_in_2020_zcta,5
37133,not_in_2020_zcta,5
38803,not_in_2020_zcta,5
39043,not_in_2020_zcta,5
40253,not_in_2020_zcta,5
40317,not_in_2020_zcta,5
40522,not_in_2020_zcta,5
44701,not_in_2020_zcta,5
48106,not_in_2020_zcta,5
48501,not_in_2020_zcta,5
52808,not_in_2020_zcta,5
59806,not_in_2020_zcta,5
60627,not_in_2020_zcta,5
61601,not_in_2020_zcta,5
64864,not_in_2020_zcta,5
66113,not_in_2020_zcta,5
69103,not_in_2020_zcta,5
70059,not_in_2020_zcta,5
70063,not_in_2020_zcta,5
70175,not_in_2020_zcta,5
70187,not_in_2020_zcta,5
70727,not_in_2020_zcta,5
71273,not_in_2020_zcta,5
71307,not_in_2020_zcta,5
71802,not_in_2020_zcta,5
72033,not_in_2020_zcta,5
72078,not_in_2020_zcta,5
72702,not_in_2020_zcta,5
73153,not_in_2020_zcta,5
74147,not_in_2020_zcta,5
74702,not_in_2020_zcta,5
75151,not_in_2020_zcta,5
75456,not_in_2020_zcta,5
75505,not_in_2020_zcta,5
76121,not_in_2020_zcta,5
76162,not_in_2020_zcta,5
76804,not_in_2020_zcta,5
77347,not_in_2020_zcta,5
77592,not_in_2020_zcta,5
77626,not_in_2020_zcta,5
77670,not_in_2020_zcta,5
78505,not_in_2020_zcta,5
78551,not_in_2020_zcta,5
78630,not_in_2020_zcta,5
79702,not_in_2020_zcta,5
79831,not_in_2020_zcta,5
79913,not_in_2020_zcta,5
80047,not_in_2020_zcta,5
80539,not_in_2020_zcta,5
80901,not_in_2020_zcta,5
81215,not_in_2020_zcta,5
81658,not_in_2020_zcta,5
84771,not_in_2020_zcta,5
85005,not_in_2020_zcta,5
85240,not_in_2020_zcta,5
85261,not_in_2020_zcta,5
85318,not_in_2020_zcta,5
85636,not_in_2020_zcta,5
85702,not_in_2020_zcta,5
85731,not_in_2020_zcta,5
86430,not_in_2020_zcta,5
87176,not_in_2020_zcta,5
88211,not_in_2020_zcta,5
89126,not_in_2020_zcta,5
90748,not_in_2020_zcta,5
91359,not_in_2020_zcta,5
92030,not_in_2020_zcta,5
92051,not_in_2020_zcta,5
92085,not_in_2020_zcta,5
92340,not_in_2020_zcta,5
92402,not_in_2020_zcta,5
92413,not_in_2020_zcta,5
92572,not_in_2020_zcta,5
92728,not_in_2020_zcta,5
92781,not_in_2020_zcta,5
92812,not_in_2020_zcta,5
92837,not_in_2020_zcta,5
93032,not_in_2020_zcta,5
93044,not_in_2020_zcta,5
93279,not_in_2020_zcta,5
93290,not_in_2020_zcta,5
93443,not_in_2020_zcta,5
93475,not_in_2020_zcta,5
93556,not_in_2020_zcta,5
93902,not_in_2020_zcta,5
94975,not_in_2020_zcta,5
95061,not_in_2020_zcta,5
95213,not_in_2020_zcta,5
95267,not_in_2020_zcta,5
95609,not_in_2020_zcta,5
95992,not_in_2020_zcta,5
96162,not_in_2020_zcta,5
96796,valid_2020_zcta_outside_conus_crop,5
96823,not_in_2020_zcta,5
96921,not_in_2020_zcta,5
98071,not_in_2020_zcta,5
98082,not_in_2020_zcta,5
98411,not_in_2020_zcta,5
98496,not_in_2020_zcta,5
98668,not_in_2020_zcta,5
99209,not_in_2020_zcta,5
99520,not_in_2020_zcta,5
99524,not_in_2020_zcta,5
99559,valid_2020_zcta_outside_conus_crop,5
00243,not_in_2020_zcta,4
00824,not_in_2020_zcta,4
00850,valid_2020_zcta_outside_conus_crop,4
00901,valid_2020_zcta_outside_conus_crop,4
00910,not_in_2020_zcta,4
00914,not_in_2020_zcta,4
00954,not_in_2020_zcta,4
00968,valid_2020_zcta_outside_conus_crop,4
01086,not_in_2020_zcta,4
01101,not_in_2020_zcta,4
01202,not_in_2020_zcta,4
01508,not_in_2020_zcta,4
01613,not_in_2020_zcta,4
01655,not_in_2020_zcta,4
01888,not_in_2020_zcta,4
02020,not_in_2020_zcta,4
02112,not_in_2020_zcta,4
02355,not_in_2020_zcta,4
02454,not_in_2020_zcta,4
03756,not_in_2020_zcta,4
03843,not_in_2020_zcta,4
03896,not_in_2020_zcta,4
04054,not_in_2020_zcta,4
05049,not_in_2020_zcta,4
05702,not_in_2020_zcta,4
06520,not_in_2020_zcta,4
07015,not_in_2020_zcta,4
08018,not_in_2020_zcta,4
08214,not_in_2020_zcta,4
10000,not_in_2020_zcta,4
10602,not_in_2020_zcta,4
10702,not_in_2020_zcta,4
11571,not_in_2020_zcta,4
15230,not_in_2020_zcta,4
17567,not_in_2020_zcta,4
18320,not_in_2020_zcta,4
19603,not_in_2020_zcta,4
19903,not_in_2020_zcta,4
20090,not_in_2020_zcta,4
20167,not_in_2020_zcta,4
20791,not_in_2020_zcta,4
21707,not_in_2020_zcta,4
22110,not_in_2020_zcta,4
22195,not_in_2020_zcta,4
22565,not_in_2020_zcta,4
22748,not_in_2020_zcta,4
23501,not_in_2020_zcta,4
23542,not_in_2020_zcta,4
25402,not_in_2020_zcta,4
27102,not_in_2020_zcta,4
27416,not_in_2020_zcta,4
27656,not_in_2020_zcta,4
27717,not_in_2020_zcta,4
27868,not_in_2020_zcta,4
27894,not_in_2020_zcta,4
28256,not_in_2020_zcta,4
28370,not_in_2020_zcta,4
28402,not_in_2020_zcta,4
28728,not_in_2020_zcta,4
28793,not_in_2020_zcta,4
29116,not_in_2020_zcta,4
29211,not_in_2020_zcta,4
29221,not_in_2020_zcta,4
29305,not_in_2020_zcta,4
29413,not_in_2020_zcta,4
29422,not_in_2020_zcta,4
29484,not_in_2020_zcta,4
29528,not_in_2020_zcta,4
29587,not_in_2020_zcta,4
29606,not_in_2020_zcta,4
29679,not_in_2020_zcta,4
29895,not_in_2020_zcta,4
29903,not_in_2020_zcta,4
30000,not_in_2020_zcta,4
30037,not_in_2020_zcta,4
30061,not_in_2020_zcta,4
30074,not_in_2020_zcta,4
30085,not_in_2020_zcta,4
30719,not_in_2020_zcta,4
30903,not_in_2020_zcta,4
31099,not_in_2020_zcta,4
31416,not_in_2020_zcta,4
31418,not_in_2020_zcta,4
31502,not_in_2020_zcta,4
31603,not_in_2020_zcta,4
31604,not_in_2020_zcta,4
31708,not_in_2020_zcta,4
31902,not_in_2020_zcta,4
32178,not_in_2020_zcta,4
32447,not_in_2020_zcta,4
32633,not_in_2020_zcta,4
32655,not_in_2020_zcta,4
32772,not_in_2020_zcta,4
32957,not_in_2020_zcta,4
32961,not_in_2020_zcta,4
33081,not_in_2020_zcta,4
33084,not_in_2020_zcta,4
33247,not_in_2020_zcta,4
33345,not_in_2020_zcta,4
33416,not_in_2020_zcta,4
33675,not_in_2020_zcta,4
33680,not_in_2020_zcta,4
33682,not_in_2020_zcta,4
33685,not_in_2020_zcta,4
33802,not_in_2020_zcta,4
33804,not_in_2020_zcta,4
33846,not_in_2020_zcta,4
33902,not_in_2020_zcta,4
34713,not_in_2020_zcta,4
34749,not_in_2020_zcta,4
34954,not_in_2020_zcta,4
35201,not_in_2020_zcta,4
35202,not_in_2020_zcta,4
35403,not_in_2020_zcta,4
35631,not_in_2020_zcta,4
35902,not_in_2020_zcta,4
36068,not_in_2020_zcta,4
36072,not_in_2020_zcta,4
36123,not_in_2020_zcta,4
36601,not_in_2020_zcta,4
36831,not_in_2020_zcta,4
37371,not_in_2020_zcta,4
37602,not_in_2020_zcta,4
37744,not_in_2020_zcta,4
37824,not_in_2020_zcta,4
37864,not_in_2020_zcta,4
37927,not_in_2020_zcta,4
38101,not_in_2020_zcta,4
38130,not_in_2020_zcta,4
38174,not_in_2020_zcta,4
38181,not_in_2020_zcta,4
38186,not_in_2020_zcta,4
38634,not_in_2020_zcta,4
38679,not_in_2020_zcta,4
38835,not_in_2020_zcta,4
39060,not_in_2020_zcta,4
39121,not_in_2020_zcta,4
39182,not_in_2020_zcta,4
39207,not_in_2020_zcta,4
39441,not_in_2020_zcta,4
39533,not_in_2020_zcta,4
40201,not_in_2020_zcta,4
40476,not_in_2020_zcta,4
40555,not_in_2020_zcta,4
40743,not_in_2020_zcta,4
43058,not_in_2020_zcta,4
44005,not_in_2020_zcta,4
44501,not_in_2020_zcta,4
47202,not_in_2020_zcta,4
48068,not_in_2020_zcta,4
48121,not_in_2020_zcta,4
49016,not_in_2020_zcta,4
53159,not_in_2020_zcta,4
53201,not_in_2020_zcta,4
54221,not_in_2020_zcta,4
57101,not_in_2020_zcta,4
58106,not_in_2020_zcta,4
58802,not_in_2020_zcta,4
59403,not_in_2020_zcta,4
59702,not_in_2020_zcta,4
59807,not_in_2020_zcta,4
59999,not_in_2020_zcta,4
60944,not_in_2020_zcta,4
61105,not_in_2020_zcta,4
62202,not_in_2020_zcta,4
62708,not_in_2020_zcta,4
64069,not_in_2020_zcta,4
64141,not_in_2020_zcta,4
64802,not_in_2020_zcta,4
64803,not_in_2020_zcta,4
65205,not_in_2020_zcta,4
65615,not_in_2020_zcta,4
68198,not_in_2020_zcta,4
68848,not_in_2020_zcta,4
70022,not_in_2020_zcta,4
70078,not_in_2020_zcta,4
70174,not_in_2020_zcta,4
70179,not_in_2020_zcta,4
70185,not_in_2020_zcta,4
70469,not_in_2020_zcta,4
70562,not_in_2020_zcta,4
70720,not_in_2020_zcta,4
70728,not_in_2020_zcta,4
71281,not_in_2020_zcta,4
72316,not_in_2020_zcta,4
72812,not_in_2020_zcta,4
73023,not_in_2020_zcta,4
73140,not_in_2020_zcta,4
73402,not_in_2020_zcta,4
73802,not_in_2020_zcta,4
74005,not_in_2020_zcta,4
74076,not_in_2020_zcta,4
74169,not_in_2020_zcta,4
74362,not_in_2020_zcta,4
74402,not_in_2020_zcta,4
74818,not_in_2020_zcta,4
75014,not_in_2020_zcta,4
75047,not_in_2020_zcta,4
75121,not_in_2020_zcta,4
75123,not_in_2020_zcta,4
75245,not_in_2020_zcta,4
75404,not_in_2020_zcta,4
75607,not_in_2020_zcta,4
75653,not_in_2020_zcta,4
75712,not_in_2020_zcta,4
75802,not_in_2020_zcta,4
76007,not_in_2020_zcta,4
76113,not_in_2020_zcta,4
76547,not_in_2020_zcta,4
76684,not_in_2020_zcta,4
76703,not_in_2020_zcta,4
77001,not_in_2020_zcta,4
77052,not_in_2020_zcta,4
77219,not_in_2020_zcta,4
77233,not_in_2020_zcta,4
77275,not_in_2020_zcta,4
77284,not_in_2020_zcta,4
77383,not_in_2020_zcta,4
77393,not_in_2020_zcta,4
77410,not_in_2020_zcta,4
77508,not_in_2020_zcta,4
77512,not_in_2020_zcta,4
77516,not_in_2020_zcta,4
77542,not_in_2020_zcta,4
77549,not_in_2020_zcta,4
77777,not_in_2020_zcta,4
78042,not_in_2020_zcta,4
78714,not_in_2020_zcta,4
78720,not_in_2020_zcta,4
79114,not_in_2020_zcta,4
79117,not_in_2020_zcta,4
79604,not_in_2020_zcta,4
79768,not_in_2020_zcta,4
79865,not_in_2020_zcta,4
80150,not_in_2020_zcta,4
80522,not_in_2020_zcta,4
80633,not_in_2020_zcta,4
80866,not_in_2020_zcta,4
80949,not_in_2020_zcta,4
80962,not_in_2020_zcta,4
84791,not_in_2020_zcta,4
85064,not_in_2020_zcta,4
85071,not_in_2020_zcta,4
85080,not_in_2020_zcta,4
85082,not_in_2020_zcta,4
85223,not_in_2020_zcta,4
85246,not_in_2020_zcta,4
85288,not_in_2020_zcta,4
85385,not_in_2020_zcta,4
85548,not_in_2020_zcta,4
85644,not_in_2020_zcta,4
85740,not_in_2020_zcta,4
87195,not_in_2020_zcta,4
87198,not_in_2020_zcta,4
87574,not_in_2020_zcta,4
88031,not_in_2020_zcta,4
88032,not_in_2020_zcta,4
88033,not_in_2020_zcta,4
89033,not_in_2020_zcta,4
89041,not_in_2020_zcta,4
89114,not_in_2020_zcta,4
89193,not_in_2020_zcta,4
90009,not_in_2020_zcta,4
90231,not_in_2020_zcta,4
90295,not_in_2020_zcta,4
90309,not_in_2020_zcta,4
90406,not_in_2020_zcta,4
90510,not_in_2020_zcta,4
90622,not_in_2020_zcta,4
90651,not_in_2020_zcta,4
90711,not_in_2020_zcta,4
90733,not_in_2020_zcta,4
90853,not_in_2020_zcta,4
91308,not_in_2020_zcta,4
91376,not_in_2020_zcta,4
91386,not_in_2020_zcta,4
91413,not_in_2020_zcta,4
91510,not_in_2020_zcta,4
91760,not_in_2020_zcta,4
91769,not_in_2020_zcta,4
91802,not_in_2020_zcta,4
92112,not_in_2020_zcta,4
92195,not_in_2020_zcta,4
92232,not_in_2020_zcta,4
92247,not_in_2020_zcta,4
92286,not_in_2020_zcta,4
92581,not_in_2020_zcta,4
92593,not_in_2020_zcta,4
92674,not_in_2020_zcta,4
92702,not_in_2020_zcta,4
92711,not_in_2020_zcta,4
92836,not_in_2020_zcta,4
92877,not_in_2020_zcta,4
93014,not_in_2020_zcta,4
93016,not_in_2020_zcta,4
93031,not_in_2020_zcta,4
93380,not_in_2020_zcta,4
93438,not_in_2020_zcta,4
93464,not_in_2020_zcta,4
93942,not_in_2020_zcta,4
94035,not_in_2020_zcta,4
94064,not_in_2020_zcta,4
94088,not_in_2020_zcta,4
94624,not_in_2020_zcta,4
95150,not_in_2020_zcta,4
95234,not_in_2020_zcta,4
95406,not_in_2020_zcta,4
95611,not_in_2020_zcta,4
95741,not_in_2020_zcta,4
95759,not_in_2020_zcta,4
95798,not_in_2020_zcta,4
96049,not_in_2020_zcta,4
96089,not_in_2020_zcta,4
96099,not_in_2020_zcta,4
96703,valid_2020_zcta_outside_conus_crop,4
96705,valid_2020_zcta_outside_conus_crop,4
96709,not_in_2020_zcta,4
96729,valid_2020_zcta_outside_conus_crop,4
96737,valid_2020_zcta_outside_conus_crop,4
96757,valid_2020_zcta_outside_conus_crop,4
96915,valid_2020_zcta_outside_conus_crop,4
97269,not_in_2020_zcta,4
97528,not_in_2020_zcta,4
98046,not_in_2020_zcta,4
98083,not_in_2020_zcta,4
98228,not_in_2020_zcta,4
98322,not_in_2020_zcta,4
98464,not_in_2020_zcta,4
98508,not_in_2020_zcta,4
98666,not_in_2020_zcta,4
98907,not_in_2020_zcta,4
98909,not_in_2020_zcta,4
99509,not_in_2020_zcta,4
99511,not_in_2020_zcta,4
99514,not_in_2020_zcta,4
99676,valid_2020_zcta_outside_conus_crop,4
99711,not_in_2020_zcta,4
99762,valid_2020_zcta_outside_conus_crop,4
99802,not_in_2020_zcta,4
99929,valid_2020_zcta_outside_conus_crop,4
00098,not_in_2020_zcta,3
00805,not_in_2020_zcta,3
00822,not_in_2020_zcta,3
02051,not_in_2020_zcta,3
02174,not_in_2020_zcta,3
02362,not_in_2020_zcta,3
02471,not_in_2020_zcta,3
02901,not_in_2020_zcta,3
04004,not_in_2020_zcta,3
04070,not_in_2020_zcta,3
04077,not_in_2020_zcta,3
04402,not_in_2020_zcta,3
05047,not_in_2020_zcta,3
05402,not_in_2020_zcta,3
06050,not_in_2020_zcta,3
06094,not_in_2020_zcta,3
06267,not_in_2020_zcta,3
06504,not_in_2020_zcta,3
06836,not_in_2020_zcta,3
06911,not_in_2020_zcta,3
07037,not_in_2020_zcta,3
07061,not_in_2020_zcta,3
07207,not_in_2020_zcta,3
07710,not_in_2020_zcta,3
07875,not_in_2020_zcta,3
08342,not_in_2020_zcta,3
08362,not_in_2020_zcta,3
08507,not_in_2020_zcta,3
08616,not_in_2020_zcta,3
08739,not_in_2020_zcta,3
08772,not_in_2020_zcta,3
08818,not_in_2020_zcta,3
08862,not_in_2020_zcta,3
08877,not_in_2020_zcta,3
10101,not_in_2020_zcta,3
10777,not_in_2020_zcta,3
10802,not_in_2020_zcta,3
11002,not_in_2020_zcta,3
11026,not_in_2020_zcta,3
11033,not_in_2020_zcta,3
11386,not_in_2020_zcta,3
11425,not_in_2020_zcta,3
11700,not_in_2020_zcta,3
12111,not_in_2020_zcta,3
12602,not_in_2020_zcta,3
13505,not_in_2020_zcta,3
14409,not_in_2020_zcta,3
15032,not_in_2020_zcta,3
15553,not_in_2020_zcta,3
15907,not_in_2020_zcta,3
16107,not_in_2020_zcta,3
17604,not_in_2020_zcta,3
18016,not_in_2020_zcta,3
18039,not_in_2020_zcta,3
18427,not_in_2020_zcta,3
18654,not_in_2020_zcta,3
18703,not_in_2020_zcta,3
18957,not_in_2020_zcta,3
18968,not_in_2020_zcta,3
19028,not_in_2020_zcta,3
19395,not_in_2020_zcta,3
20030,not_in_2020_zcta,3
20122,not_in_2020_zcta,3
20304,not_in_2020_zcta,3
20412,not_in_2020_zcta,3
20610,not_in_2020_zcta,3
20787,not_in_2020_zcta,3
20873,not_in_2020_zcta,3
21123,not_in_2020_zcta,3
21803,not_in_2020_zcta,3
21836,not_in_2020_zcta,3
21843,not_in_2020_zcta,3
22116,not_in_2020_zcta,3
22199,not_in_2020_zcta,3
22402,not_in_2020_zcta,3
22517,not_in_2020_zcta,3
22803,not_in_2020_zcta,3
23115,not_in_2020_zcta,3
23804,not_in_2020_zcta,3
24143,not_in_2020_zcta,3
24856,not_in_2020_zcta,3
26507,not_in_2020_zcta,3
27216,not_in_2020_zcta,3
27293,not_in_2020_zcta,3
27404,not_in_2020_zcta,3
27417,not_in_2020_zcta,3
27528,not_in_2020_zcta,3
27619,not_in_2020_zcta,3
27622,not_in_2020_zcta,3
27661,not_in_2020_zcta,3
27706,not_in_2020_zcta,3
27835,not_in_2020_zcta,3
27906,not_in_2020_zcta,3
28053,not_in_2020_zcta,3
28070,not_in_2020_zcta,3
28151,not_in_2020_zcta,3
28229,not_in_2020_zcta,3
28247,not_in_2020_zcta,3
28335,not_in_2020_zcta,3
28380,not_in_2020_zcta,3
28388,not_in_2020_zcta,3
28406,not_in_2020_zcta,3
28407,not_in_2020_zcta,3
28502,not_in_2020_zcta,3
28503,not_in_2020_zcta,3
28541,not_in_2020_zcta,3
28760,not_in_2020_zcta,3
29132,not_in_2020_zcta,3
29224,not_in_2020_zcta,3
29342,not_in_2020_zcta,3
29402,not_in_2020_zcta,3
29442,not_in_2020_zcta,3
29503,not_in_2020_zcta,3
29578,not_in_2020_zcta,3
29597,not_in_2020_zcta,3
29623,not_in_2020_zcta,3
29703,not_in_2020_zcta,3
29721,not_in_2020_zcta,3
29731,not_in_2020_zcta,3
29804,not_in_2020_zcta,3
29861,not_in_2020_zcta,3
29931,not_in_2020_zcta,3
30036,not_in_2020_zcta,3
30086,not_in_2020_zcta,3
30146,not_in_2020_zcta,3
30154,not_in_2020_zcta,3
30162,not_in_2020_zcta,3
30172,not_in_2020_zcta,3
30271,not_in_2020_zcta,3
30320,not_in_2020_zcta,3
30325,not_in_2020_zcta,3
30343,not_in_2020_zcta,3
30359,not_in_2020_zcta,3
30475,not_in_2020_zcta,3
30603,not_in_2020_zcta,3
30604,not_in_2020_zcta,3
30647,not_in_2020_zcta,3
30703,not_in_2020_zcta,3
32120,not_in_2020_zcta,3
32173,not_in_2020_zcta,3
32247,not_in_2020_zcta,3
32341,not_in_2020_zcta,3
32540,not_in_2020_zcta,3
32575,not_in_2020_zcta,3
32627,not_in_2020_zcta,3
32716,not_in_2020_zcta,3
32728,not_in_2020_zcta,3
32860,not_in_2020_zcta,3
32867,not_in_2020_zcta,3
32923,not_in_2020_zcta,3
32964,not_in_2020_zcta,3
33159,not_in_2020_zcta,3
33310,not_in_2020_zcta,3
33341,not_in_2020_zcta,3
33402,not_in_2020_zcta,3
33420,not_in_2020_zcta,3
33443,not_in_2020_zcta,3
33468,not_in_2020_zcta,3
33481,not_in_2020_zcta,3
33488,not_in_2020_zcta,3
33509,not_in_2020_zcta,3
33646,not_in_2020_zcta,3
33743,not_in_2020_zcta,3
33780,not_in_2020_zcta,3
33820,not_in_2020_zcta,3
33836,not_in_2020_zcta,3
33882,not_in_2020_zcta,3
33883,not_in_2020_zcta,3
33915,not_in_2020_zcta,3
33994,not_in_2020_zcta,3
34430,not_in_2020_zcta,3
34460,not_in_2020_zcta,3
34464,not_in_2020_zcta,3
34477,not_in_2020_zcta,3
34492,not_in_2020_zcta,3
34605,not_in_2020_zcta,3
34611,not_in_2020_zcta,3
34745,not_in_2020_zcta,3
34755,not_in_2020_zcta,3
34789,not_in_2020_zcta,3
34961,not_in_2020_zcta,3
35011,not_in_2020_zcta,3
35402,not_in_2020_zcta,3
36120,not_in_2020_zcta,3
36125,not_in_2020_zcta,3
36202,not_in_2020_zcta,3
36590,not_in_2020_zcta,3
36840,not_in_2020_zcta,3
37056,not_in_2020_zcta,3
37088,not_in_2020_zcta,3
37116,not_in_2020_zcta,3
37717,not_in_2020_zcta,3
37815,not_in_2020_zcta,3
37901,not_in_2020_zcta,3
37928,not_in_2020_zcta,3
38013,not_in_2020_zcta,3
38088,not_in_2020_zcta,3
38175,not_in_2020_zcta,3
38177,not_in_2020_zcta,3
38502,not_in_2020_zcta,3
38802,not_in_2020_zcta,3
38880,not_in_2020_zcta,3
39130,not_in_2020_zcta,3
39158,not_in_2020_zcta,3
39163,not_in_2020_zcta,3
39205,not_in_2020_zcta,3
39248,not_in_2020_zcta,3
39302,not_in_2020_zcta,3
39457,not_in_2020_zcta,3
39521,not_in_2020_zcta,3
39555,not_in_2020_zcta,3
39568,not_in_2020_zcta,3
40252,not_in_2020_zcta,3
40544,not_in_2020_zcta,3
40602,not_in_2020_zcta,3
41012,not_in_2020_zcta,3
42135,not_in_2020_zcta,3
42219,not_in_2020_zcta,3
43635,not_in_2020_zcta,3
43927,not_in_2020_zcta,3
44210,not_in_2020_zcta,3
44258,not_in_2020_zcta,3
46082,not_in_2020_zcta,3
46352,not_in_2020_zcta,3
47241,not_in_2020_zcta,3
47743,not_in_2020_zcta,3
48175,not_in_2020_zcta,3
48641,not_in_2020_zcta,3
48805,not_in_2020_zcta,3
51502,not_in_2020_zcta,3
52406,not_in_2020_zcta,3
53512,not_in_2020_zcta,3
53708,not_in_2020_zcta,3
58108,not_in_2020_zcta,3
58208,not_in_2020_zcta,3
58602,not_in_2020_zcta,3
58702,not_in_2020_zcta,3
59103,not_in_2020_zcta,3
59104,not_in_2020_zcta,3
59719,not_in_2020_zcta,3
59771,not_in_2020_zcta,3
60000,not_in_2020_zcta,3
60017,not_in_2020_zcta,3
60132,not_in_2020_zcta,3
60158,not_in_2020_zcta,3
60161,not_in_2020_zcta,3
60168,not_in_2020_zcta,3
60196,not_in_2020_zcta,3
60412,not_in_2020_zcta,3
61612,not_in_2020_zcta,3
61654,not_in_2020_zcta,3
61803,not_in_2020_zcta,3
62222,not_in_2020_zcta,3
62791,not_in_2020_zcta,3
63156,not_in_2020_zcta,3
63188,not_in_2020_zcta,3
63702,not_in_2020_zcta,3
63804,not_in_2020_zcta,3
64104,not_in_2020_zcta,3
65302,not_in_2020_zcta,3
65402,not_in_2020_zcta,3
66282,not_in_2020_zcta,3
69363,not_in_2020_zcta,3
70019,not_in_2020_zcta,3
70054,not_in_2020_zcta,3
70069,not_in_2020_zcta,3
70073,not_in_2020_zcta,3
70381,not_in_2020_zcta,3
70470,not_in_2020_zcta,3
70511,not_in_2020_zcta,3
70569,not_in_2020_zcta,3
70602,not_in_2020_zcta,3
70606,not_in_2020_zcta,3
70704,not_in_2020_zcta,3
71058,not_in_2020_zcta,3
71113,not_in_2020_zcta,3
71207,not_in_2020_zcta,3
71211,not_in_2020_zcta,3
71477,not_in_2020_zcta,3
71611,not_in_2020_zcta,3
71657,not_in_2020_zcta,3
72145,not_in_2020_zcta,3
72214,not_in_2020_zcta,3
72217,not_in_2020_zcta,3
72219,not_in_2020_zcta,3
72403,not_in_2020_zcta,3
72765,not_in_2020_zcta,3
72917,not_in_2020_zcta,3
73085,not_in_2020_zcta,3
73137,not_in_2020_zcta,3
73189,not_in_2020_zcta,3
73648,not_in_2020_zcta,3
74013,not_in_2020_zcta,3
74018,not_in_2020_zcta,3
74102,not_in_2020_zcta,3
74153,not_in_2020_zcta,3
74159,not_in_2020_zcta,3
74802,not_in_2020_zcta,3
75016,not_in_2020_zcta,3
75029,not_in_2020_zcta,3
75030,not_in_2020_zcta,3
75213,not_in_2020_zcta,3
75336,not_in_2020_zcta,3
75374,not_in_2020_zcta,3
75444,not_in_2020_zcta,3
76003,not_in_2020_zcta,3
76094,not_in_2020_zcta,3
76147,not_in_2020_zcta,3
76161,not_in_2020_zcta,3
76202,not_in_2020_zcta,3
76385,not_in_2020_zcta,3
76416,not_in_2020_zcta,3
77000,not_in_2020_zcta,3
77213,not_in_2020_zcta,3
77220,not_in_2020_zcta,3
77230,not_in_2020_zcta,3
77411,not_in_2020_zcta,3
77553,not_in_2020_zcta,3
77720,not_in_2020_zcta,3
77725,not_in_2020_zcta,3
77854,not_in_2020_zcta,3
78115,not_in_2020_zcta,3
78265,not_in_2020_zcta,3
78278,not_in_2020_zcta,3
78335,not_in_2020_zcta,3
78427,not_in_2020_zcta,3
78480,not_in_2020_zcta,3
78522,not_in_2020_zcta,3
78568,not_in_2020_zcta,3
78680,not_in_2020_zcta,3
78683,not_in_2020_zcta,3
78708,not_in_2020_zcta,3
78709,not_in_2020_zcta,3
78715,not_in_2020_zcta,3
78768,not_in_2020_zcta,3
79159,not_in_2020_zcta,3
79408,not_in_2020_zcta,3
79464,not_in_2020_zcta,3
79490,not_in_2020_zcta,3
79736,not_in_2020_zcta,3
79921,not_in_2020_zcta,3
80034,not_in_2020_zcta,3
80160,not_in_2020_zcta,3
80201,not_in_2020_zcta,3
80931,not_in_2020_zcta,3
81002,not_in_2020_zcta,3
81302,not_in_2020_zcta,3
81402,not_in_2020_zcta,3
82602,not_in_2020_zcta,3
82902,not_in_2020_zcta,3
84011,not_in_2020_zcta,3
84090,not_in_2020_zcta,3
84132,not_in_2020_zcta,3
84171,not_in_2020_zcta,3
84323,not_in_2020_zcta,3
84402,not_in_2020_zcta,3
85011,not_in_2020_zcta,3
85063,not_in_2020_zcta,3
85067,not_in_2020_zcta,3
85069,not_in_2020_zcta,3
85076,not_in_2020_zcta,3
85117,not_in_2020_zcta,3
85144,not_in_2020_zcta,3
85216,not_in_2020_zcta,3
85235,not_in_2020_zcta,3
85267,not_in_2020_zcta,3
85277,not_in_2020_zcta,3
85292,not_in_2020_zcta,3
85294,not_in_2020_zcta,3
85366,not_in_2020_zcta,3
85380,not_in_2020_zcta,3
85738,not_in_2020_zcta,3
86208,not_in_2020_zcta,3
86339,not_in_2020_zcta,3
87119,not_in_2020_zcta,3
87154,not_in_2020_zcta,3
87181,not_in_2020_zcta,3
87187,not_in_2020_zcta,3
87192,not_in_2020_zcta,3
88013,not_in_2020_zcta,3
88054,not_in_2020_zcta,3
88058,not_in_2020_zcta,3
88221,not_in_2020_zcta,3
89028,not_in_2020_zcta,3
89036,not_in_2020_zcta,3
89091,not_in_2020_zcta,3
89105,not_in_2020_zcta,3
89137,not_in_2020_zcta,3
89173,not_in_2020_zcta,3
89504,not_in_2020_zcta,3
89515,not_in_2020_zcta,3
89803,not_in_2020_zcta,3
90224,not_in_2020_zcta,3
90306,not_in_2020_zcta,3
90607,not_in_2020_zcta,3
90608,not_in_2020_zcta,3
90702,not_in_2020_zcta,3
90707,not_in_2020_zcta,3
90809,not_in_2020_zcta,3
91064,not_in_2020_zcta,3
91077,not_in_2020_zcta,3
91115,not_in_2020_zcta,3
91209,not_in_2020_zcta,3
91319,not_in_2020_zcta,3
91328,not_in_2020_zcta,3
91380,not_in_2020_zcta,3
91407,not_in_2020_zcta,3
91734,not_in_2020_zcta,3
91903,not_in_2020_zcta,3
91946,not_in_2020_zcta,3
92033,not_in_2020_zcta,3
92046,not_in_2020_zcta,3
92073,not_in_2020_zcta,3
92079,not_in_2020_zcta,3
92160,not_in_2020_zcta,3
92175,not_in_2020_zcta,3
92176,not_in_2020_zcta,3
92198,not_in_2020_zcta,3
92226,not_in_2020_zcta,3
92261,not_in_2020_zcta,3
92318,not_in_2020_zcta,3
92331,not_in_2020_zcta,3
92362,not_in_2020_zcta,3
