analysis,model,organ,exposure,n_before,people_before,intervals_before,adverse_events_before,hazard_ratio_before,conf_low_before,conf_high_before,p_value_before,n_after,people_after,intervals_after,adverse_events_after,hazard_ratio_after,conf_low_after,conf_high_after,p_value_after,n_change,people_change,intervals_change,adverse_events_change,hazard_ratio_change,conf_low_change,conf_high_change,p_value_change,hr_relative_change_percent,direction_changed,significance_changed
Time-varying cause-specific Cox,Single-pollutant model additionally adjusted for multi-organ candidate status,LI,pm25_interval_5ug,179632,179632,2815706,38142,1.0242828317966453,1.007608350344069,1.041233252141171,0.00416915458616317,218837,218837,3245102,43864,1.0306713635814917,1.015215182125537,1.046362858249271,8.901578247448714e-5,39205,39205,429396,5722,0.006388531784846441,0.0076068317814681485,0.005129606108100093,-0.004080138803688682,0.6237077871978691,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model without listing center,LI,pm25_interval_5ug,179632,179632,2815706,38142,1.004588014871305,0.990591118561436,1.0187826851190156,0.5225446238149761,218837,218837,3245102,43864,1.0114127915285875,0.9980772811745228,1.0249264803060647,0.0937841102617154,39205,39205,429396,5722,0.00682477665728265,0.0074861626130867664,0.006143795187049106,-0.4287605135532607,0.6793607485111153,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model restricted to single-organ candidates,LU,pm25_interval_5ug,36782,36782,346074,4898,1.1274407406205007,1.0758667541747802,1.1814870370131378,5.142159910400957e-7,45717,45717,395407,5437,1.141713113073391,1.093508980653606,1.1920421831237342,1.728638368514244e-9,8935,8935,49333,539,0.01427237245289037,0.01764222647882585,0.01055514611059638,-5.124873526715814e-7,1.2659088800565543,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model additionally adjusted for multi-organ candidate status,LU,pm25_interval_5ug,38786,38786,371147,5168,1.1303928450867184,1.0799924547646604,1.1831452882711913,1.388467887164476e-7,48311,48311,424842,5776,1.141256744208365,1.0942756122475463,1.1902549427432858,7.253310090690986e-10,9525,9525,53695,608,0.010863899121646536,0.014283157482885889,0.007109654472094551,-1.381214577073785e-7,0.9610728844283489,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model without listing center,LU,pm25_interval_5ug,38786,38786,371147,5168,1.1075549733216603,1.0647979250026414,1.1520289344351426,3.66431849228258e-7,48311,48311,424842,5776,1.1237288834207777,1.082821406596948,1.1661817874497742,7.022751976608772e-10,9525,9525,53695,608,0.016173910099117395,0.018023481594306556,0.014152853014631539,-3.657295740305971e-7,1.4603257164391925,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model restricted to single-organ candidates,HR,o3_interval_10ppb,67211,67211,790985,8817,1.0070102146475677,0.984144344766104,1.0304073561948357,0.5510986857317478,67211,67211,790985,8817,1.0070102146475677,0.984144344766104,1.0304073561948353,0.5510986857317497,0,0,0,0,0,0,-4.440892098500626e-16,1.887379141862766e-15,0,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model additionally adjusted for multi-organ candidate status,HR,o3_interval_10ppb,76760,76760,923609,10342,1.004460088556971,0.9833352756384418,1.0260387219901288,0.6815472158585002,76760,76760,923609,10342,1.0044600885569712,0.983335275638442,1.026038721990129,0.6815472158584829,0,0,0,0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,-1.7319479184152442e-14,2.220446049250313e-14,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model without listing center,HR,o3_interval_10ppb,76760,76760,923609,10342,1.007685800634564,0.9878082125816482,1.0279633838502742,0.4513238552437038,76760,76760,923609,10342,1.0076858006345644,0.9878082125816487,1.0279633838502749,0.4513238552436705,0,0,0,0,4.440892098500626e-16,5.551115123125783e-16,6.661338147750939e-16,-3.325117958752344e-14,4.440892098500626e-14,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model restricted to single-organ candidates,KI,o3_interval_10ppb,558474,558474,20069912,115163,0.9835374244298848,0.9774333285968216,0.9896796404956524,1.732793411891201e-7,558474,558474,20069912,115163,0.9835374244298848,0.9774333285968216,0.9896796404956524,1.7327934118912524e-7,0,0,0,0,0,0,0,5.135137242729196e-21,0,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model additionally adjusted for multi-organ candidate status,KI,o3_interval_10ppb,592129,592129,20633921,123989,0.985421856042926,0.9795294706113244,0.9913496872749004,1.593372972069462e-6,592129,592129,20633921,123989,0.9854218560429264,0.9795294706113248,0.9913496872749008,1.5933729720699495e-6,0,0,0,0,4.440892098500626e-16,3.3306690738754696e-16,4.440892098500626e-16,4.874674611448498e-19,4.440892098500626e-14,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model without listing center,KI,o3_interval_10ppb,592129,592129,20633921,123989,0.9745314248094038,0.9691067486642696,0.9799864661452872,1.323334848762736e-19,592129,592129,20633921,123989,0.9745314248093808,0.9691067486642468,0.979986466145264,1.3233348486620019e-19,0,0,0,0,-2.298161660974074e-14,-2.275957200481571e-14,-2.3203661214665772e-14,-1.0073408055247303e-29,-2.353672812205332e-12,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model restricted to single-organ candidates,LI,o3_interval_10ppb,191873,191873,2864244,38028,0.9818343827205922,0.971574760677302,0.9922023441822488,6.248564740994694e-4,191873,191873,2864244,38028,0.9818343827205922,0.971574760677302,0.9922023441822488,6.248564740994954e-4,0,0,0,0,0,0,0,2.5912431922403556e-17,0,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model additionally adjusted for multi-organ candidate status,LI,o3_interval_10ppb,218837,218837,3245102,43864,0.9868995348616726,0.9773015967997164,0.996591732889378,0.00817731795528663,218837,218837,3245102,43864,0.9868995348616724,0.9773015967997164,0.996591732889378,0.0081773179552863,0,0,0,0,-2.220446049250313e-16,0,0,-3.2959746043559335e-16,-2.220446049250313e-14,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model without listing center,LI,o3_interval_10ppb,218837,218837,3245102,43864,0.979123429580926,0.9702064017818344,0.9881224125027877,6.19180550575088e-6,218837,218837,3245102,43864,0.9791234295809,0.9702064017818072,0.9881224125027622,6.191805505599364e-6,0,0,0,0,-2.5979218776228663e-14,-2.7200464103316335e-14,-2.5424107263916085e-14,-1.51516406571902e-16,-2.653433028854124e-12,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model restricted to single-organ candidates,LU,o3_interval_10ppb,45717,45717,395407,5437,0.964002020769718,0.9366289161645258,0.9921751079964108,0.01261487677118157,45717,45717,395407,5437,0.964002020769718,0.9366289161645258,0.9921751079964108,0.01261487677118158,0,0,0,0,0,0,0,8.673617379884035e-18,0,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model additionally adjusted for multi-organ candidate status,LU,o3_interval_10ppb,48311,48311,424842,5776,0.9647404896415512,0.9381045346241998,0.9921327293516,0.0119748427913683,48311,48311,424842,5776,0.9647404896415512,0.9381045346241998,0.9921327293515998,0.0119748427913682,0,0,0,0,0,0,-2.220446049250313e-16,-1.0061396160665481e-16,0,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model without listing center,LU,o3_interval_10ppb,48311,48311,424842,5776,0.9684015668561384,0.943057837518838,0.9944263833878492,0.01764201566379804,48311,48311,424842,5776,0.9684015668561332,0.9430578375188332,0.9944263833878432,0.01764201566377684,0,0,0,0,-5.218048215738236e-15,-4.773959005888173e-15,-5.995204332975845e-15,-2.1201790323388536e-14,-5.440092820663267e-13,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model restricted to single-organ candidates,HR,no2_interval_10ppb,71818,71818,830458,9137,1.344012291619012,1.2879873267933046,1.4024742343702217,3.507043433314054e-42,71818,71818,830458,9137,1.3440122916190118,1.2879873267933042,1.4024742343702217,3.5070434333145556e-42,0,0,0,0,-2.220446049250313e-16,-4.440892098500626e-16,0,5.01505333624496e-55,-1.1102230246251565e-14,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model additionally adjusted for multi-organ candidate status,HR,no2_interval_10ppb,82122,82122,969185,10772,1.2843461900417323,1.2345825973448905,1.33611565513903,2.2514714703655738e-35,82122,82122,969185,10772,1.284346190041732,1.2345825973448898,1.33611565513903,2.251471470366023e-35,0,0,0,0,-4.440892098500626e-16,-6.661338147750939e-16,0,4.492917477664981e-48,-3.3306690738754696e-14,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model without listing center,HR,no2_interval_10ppb,82122,82122,969185,10772,1.1303251420317737,1.093112649912561,1.1688044473836694,7.365652698566959e-13,82122,82122,969185,10772,1.1303251420317737,1.0931126499125607,1.168804447383669,7.365652698566662e-13,0,0,0,0,0,-2.220446049250313e-16,-4.440892098500626e-16,-2.9686413585277116e-26,0,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model restricted to single-organ candidates,KI,no2_interval_10ppb,591554,591554,20959050,122019,0.9069574173873464,0.8950956479543254,0.9189763784840778,6.821530050601736e-48,591554,591554,20959050,122019,0.906957417387346,0.8950956479543253,0.9189763784840776,6.821530050601539e-48,0,0,0,0,-3.3306690738754696e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.969000927760752e-61,-3.3306690738754696e-14,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model additionally adjusted for multi-organ candidate status,KI,no2_interval_10ppb,628132,628132,21563296,131452,0.9168409218260926,0.905400012349038,0.9284264021092848,7.774155439312676e-42,628132,628132,21563296,131452,0.9168409218260942,0.9054000123490396,0.9284264021092864,7.774155439342549e-42,0,0,0,0,1.6653345369377348e-15,1.5543122344752192e-15,1.5543122344752192e-15,2.9873659517555745e-53,1.7763568394002505e-13,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model without listing center,KI,no2_interval_10ppb,628132,628132,21563296,131452,0.8601897495485805,0.8515076581503618,0.8689603647672552,3.91524042675718e-186,628132,628132,21563296,131452,0.8601897495485727,0.851507658150354,0.8689603647672475,3.915240426554413e-186,0,0,0,0,-7.771561172376096e-15,-7.771561172376096e-15,-7.771561172376096e-15,-2.0276702607695153e-196,-8.992806499463768e-13,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model restricted to single-organ candidates,LI,no2_interval_10ppb,204524,204524,2964741,39371,1.0201449980321609,1.0010191307590397,1.0396362916869657,0.03888045581554106,204524,204524,2964741,39371,1.0201449980321609,1.0010191307590397,1.0396362916869657,0.03888045581554106,0,0,0,0,0,0,0,0,0,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model additionally adjusted for multi-organ candidate status,LI,no2_interval_10ppb,232844,232844,3357717,45481,1.0053531931878197,0.9876562696199132,1.0233672119976651,0.5557192928044582,232844,232844,3357717,45481,1.0053531931878186,0.9876562696199124,1.0233672119976644,0.555719292804516,0,0,0,0,-1.1102230246251565e-15,-7.771561172376096e-16,-6.661338147750939e-16,5.784261958297066e-14,-1.1102230246251565e-13,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model without listing center,LI,no2_interval_10ppb,232844,232844,3357717,45481,1.0242649742626284,1.0088649761679551,1.039900048355496,0.00192330502503313,232844,232844,3357717,45481,1.0242649742626324,1.008864976167959,1.0399000483555003,0.00192330502502995,0,0,0,0,3.9968028886505635e-15,3.774758283725532e-15,4.218847493575595e-15,-3.1799649718999845e-15,3.9968028886505635e-13,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model restricted to single-organ candidates,LU,no2_interval_10ppb,49197,49197,408927,5578,1.3793851341168766,1.3086444000040705,1.4539498646207596,4.8462457653047255e-33,49197,49197,408927,5578,1.3793851341168777,1.3086444000040711,1.4539498646207605,4.8462457653034775e-33,0,0,0,0,1.1102230246251565e-15,6.661338147750939e-16,8.881784197001252e-16,-1.2480314447892902e-45,8.881784197001252e-14,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model additionally adjusted for multi-organ candidate status,LU,no2_interval_10ppb,51932,51932,439313,5939,1.3494846651165977,1.2818846264071966,1.4206495841119264,2.9334660056937137e-30,51932,51932,439313,5939,1.3494846651165986,1.2818846264071977,1.420649584111927,2.9334660056924963e-30,0,0,0,0,8.881784197001252e-16,1.1102230246251565e-15,6.661338147750939e-16,-1.2173780408821848e-42,6.661338147750939e-14,FALSE,FALSE
Time-varying cause-specific Cox,Single-pollutant model without listing center,LU,no2_interval_10ppb,51932,51932,439313,5939,1.3139462819344412,1.2546440470730151,1.3760515070684978,4.778393816793268e-31,51932,51932,439313,5939,1.313946281934444,1.2546440470730178,1.376051507068501,4.778393816789851e-31,0,0,0,0,2.886579864025407e-15,2.6645352591003757e-15,3.3306690738754696e-15,-3.4174166298721476e-43,2.220446049250313e-13,FALSE,FALSE
Time-varying cause-specific Cox,Multipollutant model: PM2.5 + NO2,HR,pm25_interval_5ug,61449,61449,775904,9050,1.0863149036183115,1.0452371409385572,1.12900702013289,2.558611016737869e-5,76760,76760,923609,10342,1.0813569178471056,1.043658465273298,1.12041709302821,1.5584227711140236e-5,15311,15311,147705,1292,-0.004957985771205875,-0.001578675665259155,-0.008589927104679873,-1.0001882456238455e-5,-0.45640410112129937,FALSE,FALSE
Time-varying cause-specific Cox,Multipollutant model: PM2.5 + NO2,HR,no2_interval_10ppb,61449,61449,775904,9050,1.1857266277953964,1.132599565035688,1.241345731771265,3.245606386798901e-13,76760,76760,923609,10342,1.2310344427826307,1.1793903511640484,1.2849399673495798,1.9868275558648086e-21,15311,15311,147705,1292,0.04530781498723435,0.04679078612836052,0.043594235578314766,-3.2456063669306254e-13,3.821101249237735,FALSE,FALSE
Time-varying cause-specific Cox,Multipollutant model: PM2.5 + NO2 + O3,HR,pm25_interval_5ug,61449,61449,775904,9050,1.0807083248613036,1.0388645584294576,1.1242374898130971,1.1695322928170224e-4,76760,76760,923609,10342,1.0784624720871143,1.0399659647068042,1.118384007911409,4.640288986997942e-5,15311,15311,147705,1292,-0.0022458527741893164,0.0011014062773466726,-0.005853481901688218,-7.055033941172283e-5,-0.2078130354439156,FALSE,FALSE
Time-varying cause-specific Cox,Multipollutant model: PM2.5 + NO2 + O3,HR,no2_interval_10ppb,61449,61449,775904,9050,1.1909025518338263,1.1369729620859408,1.2473901625262376,1.4777146111164025e-13,76760,76760,923609,10342,1.234151774127555,1.181662282942792,1.288972850846193,2.365611692092891e-21,15311,15311,147705,1292,0.04324922229372863,0.04468932085685129,0.041582688319955485,-1.4777145874602855e-13,3.6316340264054947,FALSE,FALSE
Time-varying cause-specific Cox,Multipollutant model: PM2.5 + NO2 + O3,HR,o3_interval_10ppb,61449,61449,775904,9050,1.014640053998968,0.9919737327498191,1.0378242943240037,0.20736100472653865,76760,76760,923609,10342,1.007497033007437,0.9861517571594958,1.0293043278070428,0.4942150056769285,15311,15311,147705,1292,-0.007143020991530857,-0.0058219755903233805,-0.008519966516960853,0.2868540009503898,-0.7039955660510633,FALSE,FALSE
Time-varying cause-specific Cox,Multipollutant model: PM2.5 + NO2,KI,pm25_interval_5ug,486543,486543,17405373,100486,1.0112795101435423,0.9997971010543332,1.02289379170803,0.05421239121463645,592129,592129,20633921,123989,1.00852014430877,0.9982617223804,1.0188839847041629,0.10385669585688904,105586,105586,3228548,23503,-0.0027593658347724315,-0.0015353786739331632,-0.004009807003867216,0.04964430464225259,-0.2728588690955269,FALSE,FALSE
Time-varying cause-specific Cox,Multipollutant model: PM2.5 + NO2,KI,no2_interval_10ppb,486543,486543,17405373,100486,0.9303606419674836,0.9168318492959056,0.94408906582693,4.535635122280837e-22,592129,592129,20633921,123989,0.904341488546514,0.8922821870630233,0.9165637729454748,8.680897815994814e-49,105586,105586,3228548,23503,-0.02601915342096961,-0.02454966223288224,-0.02752529288145522,-4.535635122280837e-22,-2.7966739184006606,FALSE,FALSE
Time-varying cause-specific Cox,Multipollutant model: PM2.5 + NO2 + O3,KI,pm25_interval_5ug,486543,486543,17405373,100486,1.0154858793459105,1.0039245018124685,1.02718039981015,0.00852826183619432,592129,592129,20633921,123989,1.0131530597445242,1.0027961693918963,1.023616916179643,0.01268155748344023,105586,105586,3228548,23503,-0.0023328196013863156,-0.0011283324205721978,-0.0035634836305071804,0.004153295647245911,-0.229724474641535,FALSE,FALSE
Time-varying cause-specific Cox,Multipollutant model: PM2.5 + NO2 + O3,KI,no2_interval_10ppb,486543,486543,17405373,100486,0.9230362244968752,0.9094468216243294,0.9368286869283105,3.571570054539456e-26,592129,592129,20633921,123989,0.8962268923386634,0.8840730752632255,0.9085477943232974,9.852260250034289e-56,105586,105586,3228548,23503,-0.026809332158211796,-0.0253737463611039,-0.028280892605013097,-3.571570054539456e-26,-2.9044723756995516,FALSE,FALSE
Time-varying cause-specific Cox,Multipollutant model: PM2.5 + NO2 + O3,KI,o3_interval_10ppb,486543,486543,17405373,100486,0.9774634310176676,0.9709738298770364,0.9839964060594985,1.9898719820092965e-11,592129,592129,20633921,123989,0.9776903197036112,0.9717215163877,0.9836957864178554,5.148561751335592e-13,105586,105586,3228548,23503,2.2688868594356038e-4,7.476865106635922e-4,-3.00619641643074e-4,-1.9383863644959405e-11,0.0232119871438341,FALSE,FALSE
Time-varying cause-specific Cox,Multipollutant model: PM2.5 + NO2,LI,pm25_interval_5ug,179632,179632,2815706,38142,1.03940144717617,1.0213204519879506,1.0578025401225022,1.5876719876066487e-5,218837,218837,3245102,43864,1.0384279428656775,1.021740653971544,1.055387772163831,5.06597273445081e-6,39205,39205,429396,5722,-9.73504310492368e-4,4.202019835932713e-4,-0.002414767958671238,-1.0810747141615677e-5,-0.0936600880378946,FALSE,FALSE
Time-varying cause-specific Cox,Multipollutant model: PM2.5 + NO2,LI,no2_interval_10ppb,179632,179632,2815706,38142,0.978316546750375,0.958314095344346,0.9987365001676906,0.03753302597522016,218837,218837,3245102,43864,0.9952371400692094,0.9760760295595456,1.014774397666646,0.6302815498397885,39205,39205,429396,5722,0.01692059331883433,0.01776193421519967,0.016037897498955345,0.5927485238645683,1.729562213277358,FALSE,TRUE
Time-varying cause-specific Cox,Multipollutant model: PM2.5 + NO2 + O3,LI,pm25_interval_5ug,179632,179632,2815706,38142,1.043265018864566,1.0250105287720872,1.0618446045528291,2.566706990928366e-6,218837,218837,3245102,43864,1.0419508437550686,1.0250769323739828,1.059102518566688,8.090831284133685e-7,39205,39205,429396,5722,-0.0013141751094973841,6.640360189558159e-5,-0.0027420859861411184,-1.7576238625149976e-6,-0.12596752366217379,FALSE,FALSE
Time-varying cause-specific Cox,Multipollutant model: PM2.5 + NO2 + O3,LI,no2_interval_10ppb,179632,179632,2815706,38142,0.9728427057949326,0.9526837062499226,0.9934282742630696,0.0099628114267948,218837,218837,3245102,43864,0.989952959257905,0.9705764388480582,1.0097163111713463,0.31671929414771133,39205,39205,429396,5722,0.017110253462972458,0.01789273259813562,0.016288036908276737,0.30675648272091655,1.7587893048950143,FALSE,TRUE
Time-varying cause-specific Cox,Multipollutant model: PM2.5 + NO2 + O3,LI,o3_interval_10ppb,179632,179632,2815706,38142,0.9829297020853208,0.9726922956533688,0.9932748553257156,0.00126779001785705,218837,218837,3245102,43864,0.9852038658533242,0.975464687150796,0.9950402819064704,0.00327279480928098,39205,39205,429396,5722,0.002274163768003379,0.0027723914974272512,0.0017654265807548475,0.00200500479142393,0.23136586097445289,FALSE,FALSE
Time-varying cause-specific Cox,Multipollutant model: PM2.5 + NO2,LU,pm25_interval_5ug,38786,38786,371147,5168,1.075525528552132,1.0236671621859696,1.1300110087512945,0.00388081186954779,48311,48311,424842,5776,1.0697728509263122,1.021782180349916,1.120017528772226,0.00397506053550919,9525,9525,53695,608,-0.005752677625819658,-0.0018849818360535675,-0.00999347997906841,9.424866596139964e-5,-0.534871323190611,FALSE,FALSE
Time-varying cause-specific Cox,Multipollutant model: PM2.5 + NO2,LU,no2_interval_10ppb,38786,38786,371147,5168,1.1998921653787291,1.1319739286134765,1.2718854844128384,8.806734245884984e-10,48311,48311,424842,5776,1.2909501356576556,1.2217372635961308,1.3640839994100653,1.05322465305702e-19,9525,9525,53695,608,0.09105797027892648,0.08976333498265432,0.09219851499722687,-8.80673424483176e-10,7.5888461402017215,FALSE,FALSE
Time-varying cause-specific Cox,Multipollutant model: PM2.5 + NO2 + O3,LU,pm25_interval_5ug,38786,38786,371147,5168,1.081235551934005,1.0283812342764005,1.1368063513805993,0.0022551125471286,48311,48311,424842,5776,1.078416748289836,1.0293480751602342,1.1298245084015794,0.00148609587430458,9525,9525,53695,608,-0.0028188036441689768,9.668408838336973e-4,-0.0069818429790198255,-7.6901667282402e-4,-0.2607020865274867,FALSE,FALSE
Time-varying cause-specific Cox,Multipollutant model: PM2.5 + NO2 + O3,LU,no2_interval_10ppb,38786,38786,371147,5168,1.1933384249610568,1.1249470350629154,1.265887683688941,4.3612912652215315e-9,48311,48311,424842,5776,1.2791821892378452,1.2094955000917758,1.3528839695056032,7.002509243517705e-18,9525,9525,53695,608,0.08584376427678841,0.08454846502886038,0.08699628581666219,-4.3612912582190224e-9,7.1935808385278355,FALSE,FALSE
Time-varying cause-specific Cox,Multipollutant model: PM2.5 + NO2 + O3,LU,o3_interval_10ppb,38786,38786,371147,5168,0.9829069683272008,0.9545214907828594,1.012136570747934,0.24886168432014497,48311,48311,424842,5776,0.9742628982899204,0.9473097992508468,1.001982873749342,0.06851954763339363,9525,9525,53695,608,-0.008644070037280405,-0.007211691532012621,-0.010153696998592032,-0.18034213668675134,-0.8794392873205159,FALSE,FALSE
