time,cif_adverse,cif_transplant_or_improvement,n_risk,strata,quartile,pollutant,pollutant_label,subgroup,cif_adverse_percent,cif_transplant_or_improvement_percent
5,0.2822235827730908,0.6434226305085646,249,quartile=Q2,Q2,pm25,PM[2.5],Dialysis 1 to <3 y,28.222358277309077,64.34226305085646
10,0.31872535357810383,0.681274646421899,0,quartile=Q2,Q2,pm25,PM[2.5],Dialysis 1 to <3 y,31.872535357810385,68.1274646421899
1,0.06667379869885046,0.23236186743364062,7428,quartile=Q3,Q3,pm25,PM[2.5],Dialysis 1 to <3 y,6.667379869885045,23.236186743364062
3,0.21296772477432463,0.4858056344508555,2721,quartile=Q3,Q3,pm25,PM[2.5],Dialysis 1 to <3 y,21.296772477432462,48.58056344508555
5,0.30572830765617964,0.6031500331372048,624,quartile=Q3,Q3,pm25,PM[2.5],Dialysis 1 to <3 y,30.572830765617965,60.31500331372048
10,0.34627279725685833,0.6537272027431419,0,quartile=Q3,Q3,pm25,PM[2.5],Dialysis 1 to <3 y,34.62727972568583,65.37272027431419
1,0.055154799545463096,0.22144501853962176,16417,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Dialysis 1 to <3 y,5.51547995454631,22.144501853962176
3,0.1969484398681036,0.46600896032216654,6647,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Dialysis 1 to <3 y,19.69484398681036,46.60089603221665
5,0.2817888695762343,0.6003603771565497,1823,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Dialysis 1 to <3 y,28.178886957623426,60.03603771565496
10,0.3301560139135352,0.669440180756275,0,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Dialysis 1 to <3 y,33.01560139135352,66.9440180756275
1,0.07942335061981713,0.25094701830282445,892,quartile=Q1 lowest,Q1 lowest,no2,NO[2],Dialysis 3 to <5 y,7.942335061981713,25.094701830282446
3,0.23160134621413697,0.4934348881331743,305,quartile=Q1 lowest,Q1 lowest,no2,NO[2],Dialysis 3 to <5 y,23.160134621413697,49.343488813317435
5,0.3267872200926652,0.5970307758806235,63,quartile=Q1 lowest,Q1 lowest,no2,NO[2],Dialysis 3 to <5 y,32.67872200926652,59.70307758806235
10,0.3680923525672295,0.631907647432771,0,quartile=Q1 lowest,Q1 lowest,no2,NO[2],Dialysis 3 to <5 y,36.80923525672295,63.19076474327709
1,0.07379341520300756,0.2604043825373684,1503,quartile=Q2,Q2,no2,NO[2],Dialysis 3 to <5 y,7.3793415203007555,26.04043825373684
3,0.23734678489877617,0.4768776338577884,534,quartile=Q2,Q2,no2,NO[2],Dialysis 3 to <5 y,23.734678489877616,47.687763385778844
5,0.32533856727537475,0.5882019784898628,121,quartile=Q2,Q2,no2,NO[2],Dialysis 3 to <5 y,32.533856727537476,58.820197848986275
10,0.36914214485941504,0.6290459813887717,0,quartile=Q2,Q2,no2,NO[2],Dialysis 3 to <5 y,36.91421448594151,62.90459813887716
1,0.0762024527413398,0.24322400061204014,1814,quartile=Q3,Q3,no2,NO[2],Dialysis 3 to <5 y,7.62024527413398,24.322400061204014
3,0.22463221683184018,0.5048720877841967,604,quartile=Q3,Q3,no2,NO[2],Dialysis 3 to <5 y,22.463221683184017,50.48720877841967
5,0.3024653865716765,0.6168134174874712,128,quartile=Q3,Q3,no2,NO[2],Dialysis 3 to <5 y,30.246538657167648,61.68134174874712
10,0.33943387967024563,0.6579324376319801,0,quartile=Q3,Q3,no2,NO[2],Dialysis 3 to <5 y,33.94338796702456,65.793243763198
1,0.06093363515226804,0.23500393852124132,3921,quartile=Q4 highest,Q4 highest,no2,NO[2],Dialysis 3 to <5 y,6.0933635152268035,23.500393852124134
3,0.20732142317556057,0.46567363357751945,1551,quartile=Q4 highest,Q4 highest,no2,NO[2],Dialysis 3 to <5 y,20.732142317556058,46.567363357751944
5,0.2967680608124983,0.587668775240647,418,quartile=Q4 highest,Q4 highest,no2,NO[2],Dialysis 3 to <5 y,29.67680608124983,58.7668775240647
10,0.34536089548362797,0.6546391045163723,0,quartile=Q4 highest,Q4 highest,no2,NO[2],Dialysis 3 to <5 y,34.536089548362796,65.46391045163723
1,0.06998219081218932,0.23623495352984167,2139,quartile=Q1 lowest,Q1 lowest,o3,O[3],Dialysis 3 to <5 y,6.998219081218932,23.62349535298417
3,0.2218152991037935,0.45555883026899946,852,quartile=Q1 lowest,Q1 lowest,o3,O[3],Dialysis 3 to <5 y,22.18152991037935,45.55588302689995
5,0.32025224070977587,0.5603025076178949,251,quartile=Q1 lowest,Q1 lowest,o3,O[3],Dialysis 3 to <5 y,32.025224070977586,56.03025076178949
10,0.3735904853073356,0.6264095146926633,0,quartile=Q1 lowest,Q1 lowest,o3,O[3],Dialysis 3 to <5 y,37.35904853073356,62.64095146926633
1,0.07332080109737782,0.29194431349433425,1176,quartile=Q2,Q2,o3,O[3],Dialysis 3 to <5 y,7.332080109737782,29.194431349433426
3,0.20813692331952555,0.5339880434137716,404,quartile=Q2,Q2,o3,O[3],Dialysis 3 to <5 y,20.813692331952556,53.39880434137716
5,0.2724233806904136,0.6478206043416627,93,quartile=Q2,Q2,o3,O[3],Dialysis 3 to <5 y,27.24233806904136,64.78206043416627
10,0.31113496877579466,0.6888650312242053,0,quartile=Q2,Q2,o3,O[3],Dialysis 3 to <5 y,31.113496877579465,68.88650312242052
1,0.06721860542362644,0.23484875019562917,1835,quartile=Q3,Q3,o3,O[3],Dialysis 3 to <5 y,6.721860542362644,23.484875019562917
3,0.22095870187837008,0.47821133432300394,665,quartile=Q3,Q3,o3,O[3],Dialysis 3 to <5 y,22.095870187837008,47.82113343230039
5,0.3058476375196399,0.59148712894517,169,quartile=Q3,Q3,o3,O[3],Dialysis 3 to <5 y,30.58476375196399,59.148712894517
10,0.35301346871907774,0.6469865312809236,0,quartile=Q3,Q3,o3,O[3],Dialysis 3 to <5 y,35.301346871907775,64.69865312809236
1,0.06724675902241144,0.23297788546875484,2980,quartile=Q4 highest,Q4 highest,o3,O[3],Dialysis 3 to <5 y,6.7246759022411435,23.297788546875484
3,0.22218462323467358,0.4747595317778856,1073,quartile=Q4 highest,Q4 highest,o3,O[3],Dialysis 3 to <5 y,22.218462323467357,47.47595317778856
5,0.3122374151578563,0.6017104313235101,217,quartile=Q4 highest,Q4 highest,o3,O[3],Dialysis 3 to <5 y,31.22374151578563,60.17104313235101
10,0.34913289633833955,0.649492252869762,0,quartile=Q4 highest,Q4 highest,o3,O[3],Dialysis 3 to <5 y,34.913289633833955,64.9492252869762
1,0.07803023172373501,0.2587251905022318,755,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Dialysis 3 to <5 y,7.803023172373501,25.87251905022318
3,0.21762151500795154,0.508249357552159,260,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Dialysis 3 to <5 y,21.762151500795156,50.824935755215904
5,0.29223726485028184,0.6391877153733071,47,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Dialysis 3 to <5 y,29.223726485028184,63.91877153733071
10,0.3320061308953985,0.6642906403998179,0,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Dialysis 3 to <5 y,33.20061308953985,66.4290640399818
1,0.08596734856997972,0.282652514237494,861,quartile=Q2,Q2,pm25,PM[2.5],Dialysis 3 to <5 y,8.596734856997971,28.265251423749397
3,0.22148175041216692,0.5181192673736763,291,quartile=Q2,Q2,pm25,PM[2.5],Dialysis 3 to <5 y,22.148175041216692,51.81192673736763
